hidden_size,batch_size,optimizer,learning_rate,weight_decay,init_range_start,init_range_end,testing_loss_prob,testing_loss_durr,testing_accuracy,number
4096,1,Adam,0.1,0.01,0,1,3.7519662805505702,42.34594594594594,0.016216216216216217,669
512,1,SGD,0.001,0.01,-0.5,0.5,4.081061933169494,23.873197805773923,0.21621621621621623,271
256,1,SGD,1e-05,1,-0.5,0.5,3.327435298223753,53.40096341993131,0.08108108108108109,178
512,1,SGD,0.01,1,-1,1,5.197990993551306,54.65509091873427,0.005405405405405406,263
1024,1,Adam,0.1,0.1,-1,1,3.692008735682513,122.8,0.02702702702702703,425
256,1,Adam,1e-05,0.1,-0.5,0.5,4.643810873740428,190.06561575392513,0.032432432432432434,232
512,1,Adam,0.001,0.01,-1,1,3.2682238095515483,46.85764294971737,0.7297297297297297,332
1024,1,Adam,0.0001,1,0,1,3.6016316748954154,105.08495545516143,0.0,468
256,1,Adam,0.01,1,-0.5,0.5,3.518256411681304,22.161425877055404,0.0,202
256,1,SGD,0.0001,1,-0.5,0.5,3.887602150440216,184.49056648057507,0.10270270270270271,166
256,1,SGD,0.1,0.01,-0.5,0.5,4.166129776271614,93.86486486486487,0.14054054054054055,127
1024,1,SGD,0.01,0,-0.5,0.5,2.6844522614736817,61.85945945945946,0.0,373
128,1,Adam,0.01,0,-0.5,0.5,4.942435608039031,31.058069972734508,0.05945945945945946,73
256,1,SGD,0.1,0,-0.5,0.5,3.9556354145745973,50.32972972972973,0.772972972972973,121
4096,1,Adam,0.0001,0.01,-1,1,2.4468032907795263,35.045112601110894,0.972972972972973,704
512,1,Adam,1e-05,0.1,-1,1,4.0158545742163785,28.10184136234374,0.21621621621621623,353
1024,1,SGD,0.001,0.01,-0.5,0.5,3.371632127504091,126.91324108923106,0.5567567567567567,391
128,1,SGD,0.0001,0,-0.5,0.5,3.4650656394056374,31.011006560671508,0.07567567567567568,37
2048,1,SGD,0.001,0,-1,1,3.8431960866257953,378.05405405405406,0.9135135135135135,506
128,1,Adam,0.001,1,0,1,3.4659914535445138,24.555338675266988,0.0,96
4096,1,Adam,0.001,1,0,1,3.778531655749759,48.810810810810814,0.016216216216216217,696
2048,1,SGD,0.0001,1,-0.5,0.5,5.099177903098029,2.9943301638845523,0.13513513513513514,526
512,1,Adam,0.01,0.1,0,1,3.706194862803897,74.58918918918918,0.005405405405405406,318
1024,1,SGD,1e-05,0.1,-1,1,3.949298340243262,14.240323980950071,0.07027027027027027,413
256,1,SGD,0.0001,0,0,1,5.428390479410017,153.85405405405405,0.005405405405405406,159
128,1,Adam,0.01,0,0,1,3.6637677907943726,45.054054054054056,0.07027027027027027,75
1024,1,Adam,0.001,1,0,1,3.471344888532484,43.42516013802709,0.016216216216216217,456
2048,1,Adam,1e-05,0.1,0,1,3.9056158803604744,83.45770753283759,0.0,594
128,1,Adam,1e-05,0.01,0,1,3.4843633226446205,41.97269025493313,0.005405405405405406,117
256,1,Adam,0.1,0.1,0,1,5.289440704680778,146.87027027027028,0.0,186
128,1,Adam,0.1,1,0,1,3.6055990618628426,239.02702702702703,0.0,72
128,1,SGD,0.001,1,-1,1,3.8596580286283753,40.11830387408782,0.0,35
256,1,Adam,0.0001,0,-1,1,2.9588693141937257,135.2878057720411,0.5837837837837838,218
256,1,Adam,0.001,0.01,0,1,3.3137436609010438,26.30015615329549,0.05405405405405406,213
2048,1,Adam,0.0001,0.01,-1,1,2.08927201097076,104.98709965419225,0.9783783783783784,584
1024,1,Adam,0.0001,0.01,0,1,3.7148897457767176,21.568592343781447,0.07027027027027027,465
2048,1,Adam,0.1,0.1,-1,1,3.5584596131298993,322.43243243243245,0.021621621621621623,545
1024,1,Adam,1e-05,0.1,-0.5,0.5,3.328789304720389,91.6605658722574,0.1891891891891892,472
512,1,SGD,0.001,0.01,0,1,4.536915472391489,70.37297297297297,0.005405405405405406,273
512,1,Adam,0.0001,0.1,-0.5,0.5,4.751061567744693,20.760116247967755,0.08108108108108109,340
2048,1,Adam,0.001,0.01,0,1,4.984075821412576,68.58378378378379,0.04864864864864865,573
128,1,Adam,1e-05,1,0,1,3.6861466124251083,71.49924261859945,0.0,120
256,1,Adam,0.1,0.01,0,1,5.2360445447870205,186.3783783783784,0.0,189
2048,1,Adam,0.001,0,0,1,3.959208097651198,140.7891891891892,0.16756756756756758,567
4096,1,Adam,0.1,1,0,1,5.68037542459127,185.42702702702704,0.02702702702702703,672
256,1,Adam,0.01,1,0,1,3.7281699425465353,50.821621621621624,0.12432432432432433,204
128,1,SGD,0.01,0.01,0,1,3.5968180701539323,130.08648648648648,0.0,21
128,1,SGD,0.001,0.01,-1,1,3.4485577148360176,88.8771908101953,0.07567567567567568,32
2048,1,SGD,0.01,1,0,1,3.8431219671223613,333.95675675675676,0.0,504
512,1,Adam,0.001,0.01,-0.5,0.5,3.7651475287772516,49.29350642650011,0.7567567567567568,331
512,1,Adam,0.1,1,-1,1,5.112934753379307,125.16177158800734,0.005405405405405406,311
4096,1,SGD,0.001,0,-0.5,0.5,2.8503007447397386,67.5027027027027,0.9675675675675676,625
1024,1,Adam,0.0001,0,0,1,3.5988901782680203,190.0918918918919,0.016216216216216217,459
256,1,Adam,0.001,0.1,-0.5,0.5,3.2056945017866187,28.833445622446174,0.005405405405405406,208
1024,1,Adam,1e-05,0.1,-1,1,3.080100568242975,269.6769976269359,0.22162162162162163,473
4096,1,SGD,0.001,0,-1,1,2.9182807197441925,100.81621621621622,0.9783783783783784,626
256,1,Adam,0.001,0.01,-1,1,4.299759663762273,47.31947998799937,0.5513513513513514,212
4096,1,Adam,0.01,0.1,0,1,3.2363634103053327,173.36756756756756,0.016216216216216217,678
128,1,SGD,0.0001,0,-1,1,3.665543331326665,26.129538141559287,0.02702702702702703,38
128,1,SGD,0.1,0.01,-1,1,4.317616459485647,243.25405405405405,0.021621621621621623,8
128,1,Adam,0.1,0,-0.5,0.5,5.631352639198303,246.57297297297296,0.05945945945945946,61
1024,1,SGD,0.1,0,0,1,3.0658970877930924,35.486486486486484,0.0,363
4096,1,SGD,0.001,0.01,-1,1,3.640592705559086,225.03783783783783,0.9621621621621622,632
512,1,SGD,0.001,0.1,-1,1,4.528896540242273,16.727160107363897,0.10270270270270271,269
512,1,SGD,0.001,0,0,1,3.3777315948460553,124.55135135135136,0.0,267
1024,1,Adam,0.0001,0.01,-0.5,0.5,2.8711679049440333,15.529219853112197,0.9675675675675676,463
512,1,Adam,0.0001,0.1,-1,1,3.6703258681941677,162.39735489887866,0.07567567567567568,341
1024,1,SGD,1e-05,0.1,-0.5,0.5,3.376330738776439,60.68674332139529,0.07567567567567568,412
512,1,Adam,0.1,0.01,-1,1,3.680419701176721,309.7891891891892,0.12432432432432433,308
256,1,Adam,0.001,1,-1,1,3.295670235157013,18.73711631528756,0.0,215
256,1,Adam,0.01,0.01,0,1,3.940727455873747,73.62162162162163,0.032432432432432434,201
512,1,Adam,1e-05,0.1,0,1,3.5088625511607607,147.24541648694793,0.0,354
1024,1,SGD,0.01,0.01,0,1,3.2650737491813864,49.23243243243243,0.0,381
256,1,Adam,0.0001,1,0,1,3.6671851428779396,20.307731633399285,0.010810810810810811,228
128,1,Adam,0.1,1,-0.5,0.5,3.1151398088480975,54.90810810810811,0.010810810810810811,70
128,1,SGD,0.1,0.01,-0.5,0.5,5.091528456919902,70.68108108108108,0.04864864864864865,7
512,1,Adam,0.001,1,-0.5,0.5,3.652348852801967,59.21407525734669,0.0,334
1024,1,Adam,0.0001,1,-0.5,0.5,5.684598242914355,140.7013279648455,0.021621621621621623,466
4096,1,SGD,0.01,0.01,-0.5,0.5,2.87935127632038,,0.9837837837837838,619
1024,1,SGD,0.1,0.1,-1,1,3.63832377227577,,0.05405405405405406,365
256,1,Adam,0.01,0,-0.5,0.5,5.059024826900379,36.91333060280147,0.10810810810810811,193
1024,1,SGD,0.001,0,0,1,4.9802263759277965,154.42162162162163,0.005405405405405406,387
1024,1,Adam,0.1,0,-1,1,3.6098553773519155,135.35135135135135,0.10270270270270271,422
1024,1,Adam,0.0001,1,-1,1,5.095702583725388,110.79712328591256,0.005405405405405406,467
4096,1,Adam,0.01,0,0,1,3.555813324773634,239.2054054054054,0.11891891891891893,675
4096,1,SGD,0.0001,0.1,-0.5,0.5,3.5079616443530934,4.6369154471051335,0.2702702702702703,640
1024,1,SGD,0.1,0.01,-1,1,3.0977322894173698,,0.04864864864864865,368
128,1,Adam,1e-05,0,-0.5,0.5,3.2429920718476577,54.3403196931502,0.07567567567567568,109
1024,1,SGD,1e-05,0.01,0,1,3.482595278443517,23.73267286532634,0.0,417
2048,1,SGD,0.01,0.01,-0.5,0.5,2.305595489128216,,0.9783783783783784,499
2048,1,SGD,0.0001,0,-1,1,3.3064385977951254,4.893330693444787,0.17297297297297298,518
128,1,Adam,1e-05,0,-1,1,2.953596609669763,80.71980071007158,0.03783783783783784,110
4096,1,SGD,0.001,0.01,-0.5,0.5,2.8388415407490086,35.33513513513513,0.9891891891891892,631
128,1,Adam,0.001,0.01,-0.5,0.5,4.477232124032201,68.66324563830135,0.22162162162162163,91
512,1,SGD,0.1,0.01,0,1,4.026666315181835,269.5567567567568,0.0,249
512,1,SGD,0.0001,0.1,0,1,3.396048921507758,73.83460880872366,0.0,282
512,1,SGD,0.1,0.1,-1,1,3.425055487413664,,0.08648648648648649,245
128,1,SGD,0.01,1,0,1,3.386967084214494,217.54054054054055,0.005405405405405406,24
1024,1,SGD,0.001,0,-0.5,0.5,4.223181852456686,35.5589693971567,0.572972972972973,385
256,1,SGD,0.01,1,-1,1,3.1767503960712538,104.54579778369265,0.0,143
256,1,SGD,0.01,1,0,1,5.119237233819188,114.32972972972973,0.005405405405405406,144
2048,1,SGD,0.01,0.1,-1,1,3.9954112294557933,,0.1837837837837838,497
512,1,Adam,0.0001,0,0,1,3.3778726416665155,48.56216216216216,0.0,339
512,1,Adam,0.01,0.1,-0.5,0.5,3.7582536040125665,24.27457205975126,0.05945945945945946,316
2048,1,SGD,0.001,0.1,-1,1,3.2492234925966006,189.26486486486488,0.2972972972972973,509
512,1,SGD,0.001,1,-0.5,0.5,3.7106224939629837,98.9405265152706,0.0,274
128,1,Adam,0.0001,0.01,-0.5,0.5,4.587672763901788,60.71948903067418,0.17297297297297298,103
4096,1,SGD,0.01,1,-0.5,0.5,3.470182136265007,,0.0,622
512,1,SGD,0.1,0,-1,1,3.5970739058546117,,0.6486486486486487,242
1024,1,Adam,1e-05,0,-1,1,2.855965501875491,50.036129911369535,0.7135135135135136,470
128,1,Adam,0.001,1,-0.5,0.5,4.793090584793607,167.14740908743147,0.005405405405405406,94
2048,1,Adam,0.01,0.01,0,1,3.7867587856344276,41.34594594594594,0.06486486486486487,561
128,1,SGD,0.001,0,-0.5,0.5,3.6050146305883253,123.92915031298165,0.08108108108108109,25
512,1,SGD,0.001,0.01,-1,1,2.8759430911089923,32.3092884784011,0.1945945945945946,272
128,1,SGD,0.01,0,-0.5,0.5,3.225760270453788,132.7553761044064,0.3621621621621622,13
128,1,SGD,0.001,0.1,-1,1,4.429504744748812,109.41423724285423,0.06486486486486487,29
128,1,Adam,1e-05,1,-1,1,3.3504755010475984,226.35391085376222,0.005405405405405406,119
128,1,SGD,0.0001,0.01,-1,1,3.169456675245955,20.88906096689422,0.032432432432432434,44
128,1,SGD,0.0001,0.01,0,1,3.609012547699181,60.95135135135135,0.0,45
2048,1,Adam,0.0001,0.1,-1,1,4.405624976995829,15.3884844805125,0.1837837837837838,581
4096,1,Adam,1e-05,1,-0.5,0.5,3.858141470922006,23.759716058430588,0.005405405405405406,718
128,1,Adam,0.1,0,-1,1,3.9989903962289963,95.36756756756756,0.15135135135135136,62
256,1,Adam,0.0001,0,0,1,4.572714773062113,269.97097590440836,0.010810810810810811,219
2048,1,Adam,0.1,0.01,-1,1,3.8706563272991694,373.42004328547296,0.0,548
2048,1,Adam,0.1,0,-1,1,4.0941857801901325,161.23243243243243,0.16756756756756758,542
256,1,SGD,0.01,0,0,1,3.3974891443510313,62.31351351351351,0.0,135
128,1,Adam,0.01,0.1,-0.5,0.5,4.032558112853282,26.603004626567298,0.005405405405405406,76
2048,1,Adam,0.001,1,-0.5,0.5,4.887504607277948,7.844150569586624,0.005405405405405406,574
256,1,SGD,0.01,0.1,0,1,3.4409441619305996,232.35675675675677,0.0,138
2048,1,SGD,0.0001,1,0,1,3.2569144145862476,1327.36123063371,0.0,528
512,1,Adam,0.001,1,-1,1,4.0614619110081644,140.85487659021362,0.016216216216216217,335
512,1,Adam,1e-05,0,-0.5,0.5,3.4865129986324828,25.661434878681906,0.20540540540540542,349
1024,1,SGD,0.1,1,0,1,4.04505652640317,304.3621621621622,0.010810810810810811,372
1024,1,SGD,0.001,0.01,0,1,4.228552403965512,102.14594594594594,0.0,393
256,1,SGD,0.01,0,-1,1,3.297943474795367,52.07027027027027,0.7189189189189189,134
128,1,Adam,0.0001,0.1,-1,1,4.84111037318771,22.694679950946405,0.05405405405405406,101
256,1,Adam,0.01,0.1,-1,1,4.568943726694262,44.94514177455693,0.010810810810810811,197
4096,1,Adam,1e-05,1,-1,1,4.7595083220584975,66.99224502078724,0.04864864864864865,719
4096,1,SGD,0.1,0.01,0,1,5.208961683995015,133.12432432432433,0.005405405405405406,609
4096,1,Adam,1e-05,0,-1,1,2.4518536558022372,257.33952073692046,0.972972972972973,710
2048,1,SGD,0.0001,0,0,1,4.866771253701803,131.9837837837838,0.005405405405405406,519
512,1,SGD,0.1,1,0,1,4.157280897449803,47.21621621621622,0.10270270270270271,252
128,1,SGD,0.01,0,0,1,3.580268154273162,336.2432432432432,0.0,15
2048,1,Adam,0.1,0.01,0,1,3.3699240932593475,33.994594594594595,0.0,549
1024,1,Adam,0.01,0.1,-1,1,3.5362742536776777,51.15471665703232,0.021621621621621623,437
1024,1,Adam,0.1,0.1,0,1,4.005987463126312,229.8108108108108,0.010810810810810811,426
4096,1,SGD,0.01,0.1,0,1,5.655653987704096,129.28108108108108,0.005405405405405406,618
2048,1,Adam,0.0001,1,0,1,5.073905566576365,100.30072307643053,0.016216216216216217,588
256,1,Adam,1e-05,0,0,1,3.5624929115578934,188.70389850735666,0.11891891891891893,231
1024,1,SGD,0.01,0.01,-0.5,0.5,2.6408785736238634,228.94054054054055,0.9837837837837838,379
1024,1,SGD,0.0001,0.01,0,1,3.434408410819801,204.93958852274997,0.0,405
512,1,SGD,0.0001,0.1,-0.5,0.5,4.674162675561131,55.05877162157684,0.07027027027027027,280
4096,1,Adam,0.0001,0,-1,1,2.8511038859148283,11.570040305677448,0.9945945945945946,698
4096,1,Adam,0.0001,1,-1,1,3.728407400041013,30.00958433229629,0.0,707
4096,1,Adam,0.1,1,-1,1,4.054447442776448,51.93175522435356,0.016216216216216217,671
512,1,Adam,0.01,0.01,0,1,3.876716101813961,244.0810810810811,0.016216216216216217,321
1024,1,Adam,0.01,0.01,-0.5,0.5,3.716192252249331,90.77238316854506,0.0972972972972973,439
4096,1,SGD,0.01,0,-1,1,3.980094069403571,,0.9783783783783784,614
1024,1,Adam,0.1,0.1,-0.5,0.5,3.035094079455814,61.648648648648646,0.07567567567567568,424
512,1,SGD,0.0001,1,-1,1,3.6506381485913253,74.98026143064898,0.021621621621621623,287
1024,1,SGD,0.001,1,-1,1,4.818783780690786,32.28812551776803,0.005405405405405406,395
1024,1,SGD,0.0001,0.01,-1,1,3.6550953336664147,7.227333008702781,0.15675675675675677,404
2048,1,Adam,0.01,0.1,0,1,4.123718801704613,147.52972972972972,0.021621621621621623,558
4096,1,Adam,0.01,1,0,1,3.490981004044816,53.68108108108108,0.016216216216216217,684
1024,1,SGD,0.1,0.01,-0.5,0.5,3.4098380823393124,,0.12432432432432433,367
512,1,SGD,0.0001,0,-1,1,2.705554547825375,49.77182072565114,0.043243243243243246,278
256,1,SGD,0.001,0.1,-1,1,3.7462758692535196,26.63591269554753,0.05945945945945946,149
4096,1,SGD,1e-05,0.1,0,1,3.0377968826809445,367.0324324324324,0.0,654
128,1,SGD,0.1,0.1,-1,1,4.0901482859173335,,0.0,5
2048,1,SGD,0.0001,0.1,-0.5,0.5,3.2300828924050204,2.330744585822902,0.2,520
256,1,Adam,0.01,0,0,1,4.890702687083064,167.51891891891893,0.05405405405405406,195
512,1,SGD,0.1,0.1,-0.5,0.5,3.4028506717166387,,0.005405405405405406,244
256,1,SGD,1e-05,0,-0.5,0.5,3.248954231996794,31.644833114545328,0.05405405405405406,169
2048,1,SGD,0.1,0,-1,1,3.204778414481395,,0.05405405405405406,482
1024,1,SGD,1e-05,1,-1,1,3.691413384192699,106.76707313520734,0.05405405405405406,419
512,1,Adam,0.1,0.1,-1,1,3.508892084456779,76.90371544296677,0.04864864864864865,305
4096,1,Adam,0.0001,0,-0.5,0.5,2.4434024580427116,29.213533601429624,0.9945945945945946,697
1024,1,SGD,0.1,0.1,0,1,5.149777150476301,134.9027027027027,0.005405405405405406,366
128,1,SGD,1e-05,1,-1,1,3.6798562652355917,218.8574650604731,0.04864864864864865,59
256,1,SGD,0.1,1,-0.5,0.5,3.9030050667556555,240.61621621621623,0.016216216216216217,130
4096,1,SGD,0.01,0.1,-0.5,0.5,3.6871755297119555,,0.5405405405405406,616
256,1,SGD,0.0001,0.01,-1,1,3.341230237161791,159.70385960734927,0.032432432432432434,164
128,1,Adam,0.01,1,-1,1,3.206608007083068,186.94878422063263,0.02702702702702703,83
512,1,Adam,0.01,0,0,1,3.8025834283313236,100.89189189189189,0.0972972972972973,315
128,1,SGD,0.01,0.01,-1,1,3.289614933245891,49.25405405405405,0.22702702702702704,20
4096,1,Adam,0.01,0.1,-1,1,4.520686789138897,231.7172094364424,0.016216216216216217,677
256,1,Adam,0.1,0.01,-0.5,0.5,3.7094974601590955,60.832432432432434,0.08108108108108109,187
512,1,SGD,0.1,0,-0.5,0.5,4.290935252808236,,0.5459459459459459,241
256,1,SGD,0.0001,0.01,-0.5,0.5,5.213163904241614,95.28197818262585,0.04864864864864865,163
256,1,Adam,0.1,1,-0.5,0.5,3.811126752479656,109.15198982766628,0.016216216216216217,190
2048,1,Adam,0.0001,1,-0.5,0.5,4.16585609945091,101.82713887260257,0.0,586
2048,1,Adam,1e-05,0,-1,1,2.57311324976586,27.178651841640523,0.9837837837837838,590
256,1,SGD,1e-05,0.01,-0.5,0.5,4.081632398914646,70.14640382747059,0.05405405405405406,175
128,1,Adam,1e-05,0.1,0,1,3.7508700254801157,39.62059164369428,0.0,114
512,1,Adam,1e-05,0.01,-0.5,0.5,3.2921333139007154,107.82717541911036,0.1783783783783784,355
512,1,SGD,1e-05,0.1,-0.5,0.5,3.587418707319208,158.9202757905275,0.07027027027027027,292
256,1,Adam,0.001,1,0,1,3.7910038207028363,147.28001428886844,0.0,216
2048,1,Adam,0.001,0,-0.5,0.5,5.02151702739097,2.549952677196376,0.5675675675675675,565
1024,1,SGD,0.001,0.1,0,1,3.7843358265387046,220.36756756756756,0.0,390
128,1,SGD,0.1,0.01,0,1,3.0717765769442997,164.96216216216217,0.0,9
128,1,Adam,1e-05,0.01,-1,1,3.206002996418927,176.1379619675367,0.05945945945945946,116
1024,1,Adam,0.1,0,0,1,5.274652860937892,116.63783783783784,0.043243243243243246,423
4096,1,Adam,0.01,1,-0.5,0.5,3.972331465901555,154.77010562742078,0.02702702702702703,682
4096,1,SGD,0.1,0.1,-0.5,0.5,3.893226937989931,,0.021621621621621623,604
4096,1,Adam,0.1,0.01,-0.5,0.5,3.2875706021850175,220.48648648648648,0.032432432432432434,667
2048,1,SGD,0.001,1,0,1,4.910623790766742,319.1783783783784,0.005405405405405406,516
2048,1,Adam,0.01,0,0,1,3.722851665599926,237.73513513513512,0.14594594594594595,555
4096,1,SGD,1e-05,0.01,-0.5,0.5,4.014333769115241,11.001814848171529,0.08108108108108109,655
128,1,SGD,1e-05,1,-0.5,0.5,2.844893943941271,96.12117605767138,0.032432432432432434,58
2048,1,Adam,1e-05,0.01,-0.5,0.5,3.002906708781784,267.52338537536417,0.9675675675675676,595
512,1,Adam,0.0001,0.01,0,1,3.0337586841067754,28.1560511659126,0.06486486486486487,345
2048,1,SGD,0.0001,1,-1,1,3.715955718143566,3.1082899898634375,0.08108108108108109,527
2048,1,SGD,0.01,0,-1,1,3.91070890748823,46.21621621621622,0.005405405405405406,494
4096,1,Adam,0.01,1,-1,1,3.107331774685834,89.74308587723488,0.15135135135135136,683
512,1,SGD,1e-05,1,0,1,4.0681387891640535,119.11891891891892,0.04864864864864865,300
256,1,SGD,0.001,0,0,1,3.668335216754192,120.94378133655299,0.0,147
256,1,SGD,0.001,0.01,0,1,4.99127445607572,118.10891920167046,0.005405405405405406,153
4096,1,Adam,1e-05,0.1,-1,1,2.8455969294986208,292.8663508729925,0.745945945945946,713
128,1,SGD,0.0001,0,0,1,4.152003822777722,102.50122916891767,0.0,39
512,1,Adam,0.01,0.1,-1,1,4.932808324775181,13.862781292904874,0.03783783783783784,317
256,1,SGD,0.0001,0.1,0,1,3.7729548702368865,45.2,0.0,162
256,1,Adam,1e-05,1,-1,1,3.8030700735143714,116.79905020391004,0.02702702702702703,239
128,1,Adam,0.1,1,-1,1,3.8448349653063594,115.57297297297298,0.032432432432432434,71
4096,1,SGD,0.001,0.1,0,1,3.2093373498401125,145.51351351351352,0.0,630
4096,1,Adam,0.001,0.01,-0.5,0.5,4.325425314581072,6.0397799688655684,0.7513513513513513,691
2048,1,Adam,0.1,1,0,1,3.4113225060540278,46.567567567567565,0.07567567567567568,552
256,1,Adam,0.0001,1,-0.5,0.5,5.145877785940428,18.232524736165196,0.005405405405405406,226
4096,1,SGD,0.0001,1,-0.5,0.5,4.507372243662139,1.5954175493355127,0.1945945945945946,646
512,1,SGD,0.01,0,-1,1,2.71089855239198,45.88108108108108,0.9621621621621622,254
1024,1,Adam,1e-05,0.01,-0.5,0.5,3.192341731045697,56.115629581502496,0.654054054054054,475
4096,1,SGD,1e-05,0.01,-1,1,3.5428650266415365,20.651940287294515,0.07567567567567568,656
