hidden_size,density,leakage_rate,spectral_radius,input_scaling,testing_loss_prob,testing_loss_durr,testing_accuracy,number
256,1,0.01,-1,0.001,4.002644927036472,74.08598489972165,0.08943089430894309,466
1024,1,0.9,0.9,0.001,2.8712028269845296,93.86108111630655,0.0,1351
512,1,0.01,1.5,1,5.390725967360706,176.85365853658536,0.18699186991869918,619
256,0.5,0.9,0.5,10,3.2957853224219344,55.47568127391784,0.0,365
256,0.9,0.1,0.9,0.1,4.2505797816485895,23.81800332199025,0.0,193
1024,0.1,0.5,1.5,0.01,3.8025634172486096,112.27721579384998,0.0,1297
256,0.5,0,0.5,0.01,6.819959847423119,273.8625494233234,0.008130081300813009,387
256,0.01,0.9,0.5,0.01,3.9603380827399772,117.40650406504065,0.0,422
256,1,0.01,-1,0.01,2.7601914371901413,73.27977319605193,0.04065040650406504,467
512,1,0.001,-1,0.001,5.687614939077114,118.3935607575889,0.10569105691056911,1071
512,0.9,0.001,0.9,0.1,7.2770604985516245,154.64978669680715,0.056910569105691054,803
512,0.01,0.01,1.5,0.001,3.562520755984919,387.02287462450624,0.0,736
512,0.1,0,0.9,0.1,3.7942047182137406,51.040650406504064,0.008130081300813009,868
512,0.5,0.1,1.5,10,3.48726358016332,29.28592050975147,0.0,675
512,0.01,0,0.5,0.01,3.540953229113323,311.1788617886179,0.0,1047
512,0.9,0.5,1.5,10,3.535256677042178,262.25851332526906,0.008130081300813009,640
1024,0.01,0.9,-1,10,5.504429327763193,21.47516756771299,0.016260162601626018,1775
256,0.5,0.5,0.5,0.1,4.132219524402928,21.924340482165174,0.016260162601626018,368
1024,0.9,0.01,0.9,10,3.0719232084305306,18.265312587800288,0.0,1400
256,0.1,0.01,1.5,1,3.669815122112026,36.14781771175106,0.1951219512195122,109
512,0.1,0.01,0.5,1,5.199232828810932,17.057149220746847,0.07317073170731707,1009
512,0.01,0.5,1.5,1,5.716634746004895,29.79326301468612,0.0,729
256,0.1,0,0.5,0.01,3.6715575538999667,185.8130081300813,0.0,417
512,1,0,-1,10,2.970393140141557,23.019694133779048,0.3333333333333333,1080
512,0.9,0.5,0.5,0.01,3.7609132712449487,135.8048780487805,0.0,937
512,0.5,0.5,-1,10,3.242035883228953,13.764839594290267,0.0,1120
512,1,0.1,0.9,0.001,3.488784497346335,337.9709803718861,0.0,761
1024,0.5,0.5,-1,0.001,3.958911612751038,336.42581309375475,0.04065040650406504,1716
512,0.01,0.9,0.9,1,3.8984893003130345,20.982000155128326,0.0,874
256,0.9,0.01,-1,1,3.5804230604714493,154.78647334753876,0.07317073170731707,499
1024,0.9,0,-1,0.01,3.688306546308161,171.86623410408777,0.07317073170731707,1707
512,1,0.9,-1,0.01,3.0742146091732554,24.330876898095482,0.08943089430894309,1052
256,0.5,0.5,-1,0.1,3.5223879596082175,141.72197371151023,0.08943089430894309,518
1024,1,0.1,0.5,1,3.1925383316792124,80.647250785459,0.0,1514
256,0.1,0.01,1.5,10,3.242156496377495,262.6585365853659,0.13008130081300814,110
1024,0.1,0.9,0.5,1,3.4817900899949112,19.988778561156817,0.008130081300813009,1594
512,0.9,0.01,0.9,0.001,3.9310157628563362,121.8433427241275,0.0,796
512,0.5,0.5,-1,0.1,3.197427565973949,296.16040777210225,0.06504065040650407,1118
1024,0.9,0.1,0.9,0.01,3.538556298589319,270.2717947453503,0.0,1392
1024,0.5,0,-1,0.01,4.243917660984566,332.3231069491386,0.0,1737
512,0.9,0.9,1.5,0.001,3.620943449861635,265.90542288993225,0.008130081300813009,631
256,0.1,0.9,1.5,0.001,3.0766666764166297,19.108388168733033,0.016260162601626018,91
1024,0.1,0.5,0.9,0.01,4.831745917234963,29.286678223590542,0.024390243902439025,1447
256,0.1,0.5,0.9,1,7.016485084847706,263.48191690611526,0.04065040650406504,249
1024,1,0,1.5,10,3.4568509784171253,29.550880264973067,0.024390243902439025,1230
256,0.01,0.1,0.9,0.01,3.4735307383343454,57.27789343857184,0.0,282
256,0.1,0.9,0.9,10,2.9657618534274217,19.589300327230156,0.008130081300813009,245
256,1,0.001,1.5,1,5.837766774786197,20.886623413651723,0.11382113821138211,24
256,0.5,0.001,0.5,10,2.8466149796315325,96.09258046398901,0.13008130081300814,385
512,0.5,0.9,0.9,0.01,6.277831703666749,22.29260763114061,0.04878048780487805,812
1024,0.5,0.1,0.9,10,3.4991786174657866,84.08708445229605,0.0,1425
512,0.1,0.5,0.5,10,3.345368419236284,86.54019962341764,0.0,1000
1024,0.01,0.9,0.9,10,4.102643353183095,36.778250166798024,0.032520325203252036,1475
256,0.01,0.001,1.5,0.1,3.9137577918486866,358.2807085752668,0.0,143
256,0.01,0.001,1.5,1,3.2160221672639615,214.87977973419174,0.12195121951219512,144
1024,0.5,0.9,0.9,1,6.506394820000098,292.21921044867486,0.04065040650406504,1414
512,0.01,0.01,-1,0.1,3.342242612586758,24.825683289366523,0.0,1188
256,0.9,0.01,-1,0.01,3.8311403190217366,327.4159404159849,0.08130081300813008,497
256,0.9,0.5,0.5,1,3.2533874565023715,38.016260162601625,0.0,339
1024,0.9,0.1,0.9,10,2.5626668663528878,35.613486270435956,0.0,1395
256,1,0.01,0.5,0.001,3.929214214890953,291.1608416983267,0.0,316
256,0.9,0,-1,1,3.9724825867792455,264.3666374283139,0.08943089430894309,509
1024,0.01,0.01,1.5,10,3.8090929829977394,216.5901517608753,0.0,1340
512,0.01,0.1,1.5,10,3.384385404548025,18.4871039665732,0.008130081300813009,735
1024,0.9,0.001,0.9,0.1,3.746287374477076,18.560856744162436,0.016260162601626018,1403
512,0.01,0,0.9,0.01,3.133362560252833,48.92202520249336,0.0,897
1024,0.01,0.01,0.9,0.001,3.699455930934689,461.5063434669642,0.0,1486
512,1,0.9,-1,0.001,3.2066384389148497,256.8861788617886,0.10569105691056911,1051
256,0.01,0.9,0.9,1,6.444740483915902,72.21951219512195,0.008130081300813009,274
1024,0.1,0.001,-1,0.01,3.8714130956952166,129.48344762425498,0.13821138211382114,1762
512,0.01,0.9,1.5,10,6.085121395626689,51.80487804878049,0.08943089430894309,725
256,0.1,0.1,1.5,0.1,6.473634561387504,120.41657602508472,0.04878048780487805,103
512,1,0.5,0.9,10,3.688742495649229,83.81009537957578,0.0,760
1024,0.01,0,0.9,0.01,4.059508462262348,301.479674796748,0.0,1497
512,0.01,0.001,-1,0.1,3.377098609761494,205.37533013899696,0.024390243902439025,1193
1024,0.01,0,0.9,0.1,3.7878397053819364,136.81197874873683,0.0,1498
512,1,0.001,1.5,0.01,5.973874754052821,106.17172573324353,0.016260162601626018,622
1024,0.5,0.5,-1,10,5.633163400297242,23.51945417320613,0.14634146341463414,1720
256,0.1,0.9,0.9,0.01,3.4159315737282356,117.19095074452036,0.0,242
256,1,0.01,-1,10,2.9890220921214032,26.581294091233616,0.25203252032520324,470
1024,1,0.001,0.9,0.1,3.318446918231685,190.91056910569105,0.016260162601626018,1373
512,1,0.1,0.5,0.1,3.909018195741545,137.84427353601365,0.0,913
512,0.01,0.5,-1,0.1,3.9464077159641233,88.5895251819175,0.016260162601626018,1178
256,0.1,0.9,1.5,1,4.384920294207286,340.32238052580584,0.0,94
512,0.01,0.001,0.5,10,6.5465805249485545,408.33746609455204,0.10569105691056911,1045
256,0.1,0.001,-1,0.001,3.178231975411981,282.99534657006643,0.0,561
1024,0.1,0.9,1.5,0.001,3.036841109031584,208.9918718118281,0.016260162601626018,1291
256,1,0.001,1.5,10,3.4257819725245966,23.714914752397597,0.0,25
256,0.01,0.9,0.9,0.01,3.6703687082461225,25.25250991185506,0.0,272
512,1,0.1,0.5,10,3.292337925938087,18.16777927804941,0.0,915
512,0.9,0.001,-1,0.01,4.047116921684606,171.51757138114937,0.11382113821138211,1102
256,1,0.1,1.5,0.1,5.9993514108464,20.86649603497574,0.008130081300813009,13
512,0.5,0.9,0.9,0.001,3.8077168425893397,115.12873148687214,0.0,811
256,1,0,1.5,1,4.17190886949136,43.367531909921574,0.2032520325203252,29
256,0.1,0,1.5,1,5.9214839547630245,22.565472761795636,0.14634146341463414,119
512,0.9,0.5,0.9,1,3.7202194425148694,143.21783774294826,0.04065040650406504,789
512,0.9,0.1,-1,0.01,3.7191577384142374,56.460600248134575,0.056910569105691054,1092
512,0.5,0.9,-1,0.1,3.604706885853434,128.90064823920096,0.13008130081300814,1113
512,0.01,0.1,-1,1,5.2179266703807246,65.24577014101291,0.14634146341463414,1184
1024,0.5,0.9,1.5,0.01,3.7106618086496987,18.843687897458164,0.024390243902439025,1262
256,0.9,0.1,1.5,1,2.759927738488205,273.63101964681925,0.10569105691056911,44
1024,0.1,0,-1,10,3.476295423216936,381.3997516320986,0.0,1770
256,0.9,0.1,1.5,10,2.7395241468902527,146.93029253273951,0.0,45
1024,0.01,0.001,0.9,10,3.0290900047232463,46.022265243777376,0.0,1495
512,0.01,0.01,0.5,0.01,4.08022821434145,73.72357723577235,0.0,1037
1024,0.1,0.001,0.5,0.01,3.5305382706285493,24.02379501144576,0.0,1612
512,0.1,0.5,-1,0.001,3.5459741479982205,47.78861788617886,0.06504065040650407,1146
1024,0.01,0.01,0.9,1,3.2755606988581216,47.203252032520325,0.15447154471544716,1489
256,0.01,0.1,-1,0.001,3.43945692709791,50.61788617886179,0.0,581
512,0.9,0.9,0.5,0.001,4.266163293908282,148.26143149244106,0.0,931
1024,1,0.9,0.9,10,3.425713401984393,51.84552845528455,0.016260162601626018,1355
512,0.1,0,1.5,0.1,3.5312099907456376,28.039439456476792,0.04878048780487805,718
1024,0.5,0.01,0.9,0.1,3.4987340569496155,92.03471157065502,0.008130081300813009,1428
512,0.01,0.1,0.5,0.1,3.7952391636080858,230.41588357639142,0.024390243902439025,1033
512,0.1,0.9,0.9,10,4.435591165127793,18.61590511394036,0.0,845
512,0.9,0.9,-1,1,3.477245965624243,18.66106745588207,0.11382113821138211,1084
512,0.01,0,1.5,0.01,3.906813874961884,30.17400920825132,0.04878048780487805,747
512,0.9,0.5,-1,10,2.789048528283592,52.016260162601625,0.0975609756097561,1090
256,0.5,0.9,1.5,0.01,3.5633206682476573,273.9307153474509,0.0,62
256,0.5,0.5,0.9,1,3.519861035230683,24.48792274170593,0.04878048780487805,219
1024,1,0.9,0.5,0.1,4.0158047613089645,22.680530190202823,0.0,1503
512,0.5,0.9,0.9,0.1,3.712140319793205,51.8780487804878,0.008130081300813009,813
512,1,0.001,0.5,0.01,4.17184452603503,20.227249625373663,0.0,922
512,1,0,-1,0.1,3.7937239776781904,60.16947101278498,0.0975609756097561,1078
512,0.9,0.001,0.5,10,3.5746065024437943,21.64204801956752,0.0,955
512,0.01,0.1,-1,10,2.906473603675036,309.6747967479675,0.0,1185
256,0.1,0.5,-1,0.1,3.1421068160514523,210.77535172140676,0.008130081300813009,548
512,0.01,0.1,0.9,0.001,3.9276531813590507,18.564620166047803,0.0,881
1024,1,0,-1,10,3.9689683870571417,37.44897403530242,0.3821138211382114,1680
256,0.1,0.9,-1,0.01,4.297375098961155,112.853425569166,0.0,542
512,0.1,0,0.5,0.01,3.405084212621053,23.636596435332685,0.0,1017
256,0.01,0.1,1.5,10,3.5552732474435635,56.843753239003625,0.04065040650406504,135
512,0.5,0.001,0.9,0.01,6.164685064699592,22.30105596271957,0.0,832
1024,1,0.001,1.5,1,3.539013204051227,171.10056214778479,0.24390243902439024,1224
256,0.5,0.01,1.5,0.001,3.0444669364913692,232.8682669390145,0.04065040650406504,76
256,0.01,0.9,-1,1,3.330717006349951,307.7560975609756,0.0,574
1024,0.01,0,0.5,10,5.562645121318538,267.7532189246286,0.24390243902439024,1650
1024,0.1,0.9,-1,0.01,3.4750301983298324,155.34616016266116,0.12195121951219512,1742
1024,1,0.001,-1,0.01,3.50120805288718,42.948516372958956,0.10569105691056911,1672
1024,0.1,0.5,0.5,1,5.556053109285308,33.524846313714285,0.0,1599
512,0.01,0.1,1.5,0.1,3.6091717719062557,313.4878048780488,0.024390243902439025,733
512,0.1,0.1,-1,0.1,5.913406031403115,64.46520890908816,0.07317073170731707,1153
1024,0.1,0.5,-1,0.1,3.748067308247574,660.3642295385314,0.08943089430894309,1748
256,0.01,0.01,1.5,0.1,4.055780907956565,66.87372847443176,0.04065040650406504,138
1024,1,0,0.9,0.01,3.435469652094492,146.76308279066552,0.0,1377
512,0.1,0,0.5,0.001,3.305043574755754,184.1788617886179,0.0,1016
512,1,0.5,-1,1,3.3154406659002227,152.94403742199736,0.07317073170731707,1059
512,0.9,0.001,0.9,0.01,4.170188217143703,20.203184611164033,0.0,802
256,0.5,0.01,-1,0.1,5.4213975522576305,80.41537005404281,0.04065040650406504,528
256,0.9,0.9,0.5,10,4.3369035168391905,147.62612763160794,0.0,335
1024,0.1,0.5,1.5,0.1,4.343775789912154,339.11213093590607,0.04065040650406504,1298
512,0.5,0,0.9,10,3.17573098390083,201.49861971518106,0.0,840
512,0.9,0,0.9,1,3.748099168141683,167.10450172612852,0.14634146341463414,809
256,0.9,0.01,0.5,1,2.90013109183893,341.1301588123405,0.0,349
256,0.5,0.1,0.5,0.01,3.367430571133528,45.35342601745776,0.0,372
256,0.1,0.9,0.5,0.1,5.013953779771076,109.9992726980065,0.0,393
512,0.1,0.1,0.5,10,3.489783862741982,27.720062583059292,0.008130081300813009,1005
1024,0.01,0.5,1.5,0.001,4.810533134433312,28.55381456517228,0.0,1326
1024,0.1,0.1,1.5,0.01,3.420049244310798,267.7535796044924,0.008130081300813009,1302
1024,1,0.9,1.5,0.01,3.8650236764574437,244.17657871526805,0.008130081300813009,1202
512,1,0.1,-1,10,5.603010119946022,18.48131243868577,0.2764227642276423,1065
256,0.01,0.1,1.5,1,3.5545521809802794,290.8235477634784,0.0,134
256,0.1,0.1,1.5,0.001,4.063642166978944,343.37420990990427,0.0,101
256,0.9,0.01,0.9,0.01,6.420582956414882,49.15845698242102,0.056910569105691054,197
512,0.1,0,1.5,1,5.095349087463162,28.47123806997831,0.1951219512195122,719
1024,0.5,0.5,1.5,0.1,4.191483427353991,36.490218991021166,0.0,1268
512,0.01,0.9,0.5,1,3.4334194257976565,260.7560975609756,0.0,1024
512,0.01,0.9,1.5,1,2.659363328441372,149.90756632637363,0.0,724
1024,1,0.9,0.5,10,3.4286009582077583,207.74150959010106,0.008130081300813009,1505
512,0.9,0.001,0.9,0.001,3.4204180003181706,389.5411894701845,0.0,801
1024,1,0.01,0.9,1,3.5215055254416736,50.99658563700495,0.17886178861788618,1369
1024,0.1,0.01,-1,0.001,3.199945670802419,49.38169742663717,0.11382113821138211,1756
512,0.01,0.1,1.5,1,3.762619396535362,388.34051044587045,0.18699186991869918,734
512,1,0.5,1.5,1,3.3689720829327903,23.58189239235636,0.008130081300813009,609
1024,0.01,0.5,0.5,0.001,3.758963942527771,24.69875004051662,0.0,1626
512,0.1,0.01,1.5,10,3.1698494039899936,19.640108870525633,0.0,710
1024,0.5,0.01,0.5,1,3.3965582585916287,166.40288297401062,0.024390243902439025,1579
512,0.9,0,0.5,1,3.3126371871165143,82.3772329603735,0.0,959
512,0.5,0.5,-1,1,3.0787035066907,389.9951005141129,0.07317073170731707,1119
512,0.1,0.01,-1,0.01,3.1122850882328623,97.88488729249573,0.056910569105691054,1157
1024,0.01,0.01,0.9,0.1,3.400729720670033,23.916696689431877,0.0,1488
256,0.5,0.5,-1,1,3.8420885457255975,95.31246615478123,0.032520325203252036,519
1024,0.9,0.01,1.5,0.001,3.3534298044879263,28.29076311842262,0.0,1246
512,0.9,0,-1,10,5.71618961609476,87.71374132884718,0.2926829268292683,1110
1024,0.5,0.01,0.9,0.001,2.787339030242548,149.98792968121,0.0,1426
512,0.5,0.001,-1,10,6.170170507295345,331.1253347446953,0.34959349593495936,1135
1024,1,0.9,-1,10,3.1923953507973897,15.633595856126659,0.04878048780487805,1655
256,0.1,0.1,0.9,0.01,3.2012975526049856,31.26071652018927,0.0,252
256,1,0.1,1.5,10,5.319962810210096,55.84552845528455,0.16260162601626016,15
256,0.1,0.5,-1,1,6.375411900562969,22.826517710635592,0.032520325203252036,549
256,0.01,0.01,0.5,0.01,3.56069230887948,57.520325203252035,0.0,437
256,0.01,0.5,0.5,0.001,6.30652245273435,93.12386597923147,0.008130081300813009,426
1024,1,0.1,0.5,0.01,6.455467718403514,71.52032520325203,0.04878048780487805,1512
1024,0.1,0,1.5,0.001,4.207511555373184,25.053942143146426,0.06504065040650407,1316
512,1,0.01,1.5,0.1,4.072711665455888,45.31426249770826,0.04878048780487805,618
512,0.9,0.01,0.9,0.1,3.7433840157539864,163.7176484226143,0.0,798
1024,0.01,0.5,0.5,1,3.5820446586221215,23.906496073886572,0.008130081300813009,1629
256,0.01,0.01,-1,0.1,3.492838992335932,25.606108847129107,0.024390243902439025,588
1024,0.01,0,0.5,0.001,3.8199906121424543,267.6914715386503,0.0,1646
1024,0.01,0.9,1.5,0.01,3.8286284969104982,45.446347087394535,0.008130081300813009,1322
256,0.5,0.001,0.9,0.001,3.843722588647672,268.953498764009,0.0,231
512,1,0.001,0.5,1,3.5946582856217053,387.4957549703436,0.17073170731707318,924
512,1,0.01,-1,0.1,6.411929827395493,402.3438970109131,0.07317073170731707,1068
512,1,0.1,0.9,0.01,3.9224237673650912,44.26730731590008,0.0,762
256,0.5,0.01,0.5,1,5.193583347448489,170.05883762923807,0.016260162601626018,379
1024,1,0.01,0.5,1,3.3358961135391296,21.543351593233453,0.17886178861788618,1519
256,0.1,0.1,0.5,10,6.087046410010113,41.538142384050744,0.2845528455284553,405
256,0.01,0.5,0.9,10,3.0633600048902556,274.5142403692724,0.0,280
1024,0.01,0.5,0.5,0.01,6.871026908479085,26.43243025303856,0.07317073170731707,1627
512,0.1,0.5,1.5,0.1,6.39832960250901,22.297114292575174,0.04065040650406504,698
512,1,0.9,0.5,1,4.350787933764419,51.21951219512195,0.0,904
1024,0.1,0.1,0.9,0.001,3.800800182470461,20.83495658981364,0.0,1451
512,0.1,0.01,1.5,0.01,3.757158284749442,24.79313942477455,0.0,707
512,0.9,0.01,0.5,1,3.1208493481806623,349.83597295163946,0.04065040650406504,949
1024,1,0.5,0.5,1,3.0219028689027803,191.6178861788618,0.024390243902439025,1509
1024,0.9,0.5,-1,0.01,3.6810924120065645,222.22361339569082,0.032520325203252036,1687
512,0.5,0.1,1.5,0.001,4.143895960920226,32.683421418918826,0.0,671
512,1,0.01,0.9,0.01,3.8303634122135195,33.96972508098536,0.0,767
256,1,0.001,0.5,0.001,6.344362227897334,47.51219512195122,0.032520325203252036,321
256,0.01,0.01,0.5,1,3.447361903946574,310.4065040650407,0.0,439
512,0.5,0.9,0.5,0.01,3.734640602173844,106.66666666666667,0.0,962
512,1,0.1,1.5,1,3.0647092912255265,38.80975196732216,0.11382113821138211,614
1024,0.01,0.9,0.5,0.1,3.618738588278856,280.95019023860164,0.024390243902439025,1623
1024,0.5,0.01,0.9,10,2.8805812616658404,142.4532919110649,0.0,1430
256,0.01,0.9,0.5,1,3.9742704242225586,269.27438618098483,0.0,424
256,0.01,0.01,0.9,0.01,3.812741075589405,271.54023998982854,0.0,287
256,0.1,0.9,0.5,10,5.441919863708621,237.92076451589952,0.032520325203252036,395
1024,0.9,0.1,-1,0.001,3.6200792038343788,86.44402241485943,0.0,1691
512,1,0.5,0.9,0.001,4.043511988186255,87.35454850340945,0.0,756
1024,0.1,0.01,-1,0.01,3.488038130407411,67.15999311900023,0.11382113821138211,1757
256,0.1,0.1,0.5,1,3.502309320903406,396.5430849087008,0.008130081300813009,404
1024,1,0,0.9,0.001,3.934980637174312,110.47438303823394,0.0,1376
1024,0.9,0.5,1.5,0.1,6.777172155981141,148.11162286992376,0.024390243902439025,1238
512,0.1,0.001,0.5,0.01,3.951928510898497,93.32922395021934,0.0,1012
256,0.1,0.01,-1,0.1,2.718451907479666,151.71426941934837,0.024390243902439025,558
512,0.1,0.01,-1,10,5.404994004141025,386.58465922283426,0.21138211382113822,1160
512,0.5,0,-1,10,2.780524175341536,20.932283562238467,0.0,1140
1024,1,0.01,-1,10,3.927745100928516,50.313576693628626,0.3008130081300813,1670
512,1,0.01,0.9,1,3.542683539351797,272.9208697574762,0.11382113821138211,769
512,0.5,0.001,-1,0.01,5.847115652832558,109.76789990192131,0.06504065040650407,1132
1024,1,0.5,1.5,0.001,3.924927720694038,49.21138211382114,0.0,1206
512,0.5,0.001,1.5,1,3.3910176182180884,48.51704483885272,0.2032520325203252,684
512,0.01,0.001,1.5,1,3.390779831060549,27.18963291505874,0.0,744
256,0.5,0.5,0.5,0.01,3.5381903192861293,21.942263524949066,0.0,367
1024,1,0.1,0.9,1,3.138844926182817,204.07966910278682,0.0,1364
512,0.01,0.5,-1,0.01,3.596793309459841,21.105006139816307,0.0,1177
1024,1,0.5,-1,0.01,3.2682203442100586,42.0098804297433,0.0,1657
1024,0.5,0.1,0.9,1,5.929719431613519,24.65933133424752,0.2926829268292683,1424
1024,0.5,0.001,0.5,0.001,3.39703609885239,108.34019431302218,0.0,1581
1024,0.5,0.1,-1,0.01,3.010640888679318,378.30654890674765,0.056910569105691054,1722
256,0.01,0.5,0.9,0.1,3.2568460053544706,17.665951208403616,0.0,278
1024,0.9,0.1,1.5,10,4.042420341231959,46.65877691104798,0.0,1245
1024,1,0.5,1.5,0.1,3.822521703514626,138.17464253451197,0.016260162601626018,1208
512,0.5,0.001,-1,0.001,6.082171183291489,309.94860451281585,0.0975609756097561,1131
512,0.01,0.1,0.9,0.01,3.4427668185738045,20.915563750073193,0.0,882
512,0.5,0.1,0.5,10,4.766772536727471,26.818432887779576,0.2845528455284553,975
512,1,0.01,-1,0.001,5.565694221636144,69.18838463869616,0.12195121951219512,1066
1024,0.5,0,0.5,10,3.0301384024503752,307.3008130081301,0.0,1590
256,0.01,0,1.5,1,3.966270636736862,24.171394223720924,0.08130081300813008,149
1024,0.1,0.5,0.9,10,5.609299888455771,28.08979879648612,0.08943089430894309,1450
512,0.5,0,-1,0.01,3.169113373368736,126.24855789160394,0.056910569105691054,1137
512,0.9,0.001,1.5,1,3.0589936855362683,23.610630964660558,0.14634146341463414,654
512,0.1,0.001,0.9,1,3.5849819856930556,15.517231537817347,0.12195121951219512,864
1024,0.1,0.01,-1,1,3.6356875712309424,219.864577083196,0.17886178861788618,1759
256,1,0.9,1.5,10,3.6301865451704196,86.4263055399401,0.008130081300813009,5
1024,0.9,0.001,-1,0.1,3.863178944200035,36.09799730297042,0.11382113821138211,1703
256,0.5,0.5,-1,10,5.686613302889878,15.71804746786299,0.10569105691056911,520
1024,1,0.9,-1,1,5.183773781225933,91.93142095590115,0.08130081300813008,1654
1024,0.9,0.001,1.5,1,4.142933480623292,274.9036001354844,0.2682926829268293,1254
512,1,0.9,0.5,0.001,3.2176312363244652,56.390661926288914,0.0,901
512,0.01,0,-1,0.01,3.757485708570093,25.028834776786283,0.0,1197
512,0.5,0.1,0.5,1,3.3488903874304237,22.677322812298904,0.008130081300813009,974
256,0.9,0.1,0.9,10,2.5580759828652795,20.10130216573494,0.0,195
512,1,0,0.9,0.001,4.372970298538363,22.23388899002618,0.0,776
256,0.1,0.9,0.9,1,3.699223225194264,32.84397292359755,0.008130081300813009,244
256,1,0.01,0.9,1,5.334686269120472,42.50149838325527,0.024390243902439025,169
256,0.9,0.9,-1,0.01,3.342941287087231,147.46000529641694,0.056910569105691054,482
1024,0.9,0.5,0.9,0.001,6.432173348054653,48.1869918699187,0.008130081300813009,1386
256,0.1,0,0.5,1,2.922536277674078,85.42107449835393,0.008130081300813009,419
512,0.5,0.1,0.5,0.1,3.7646327105964104,270.97915681963303,0.0,973
1024,0.9,0.001,0.9,10,3.0971603330557906,264.56654956413394,0.0,1405
512,0.5,0.5,0.5,0.01,3.351254762188206,80.76422764227642,0.0,967
256,1,0.9,0.5,10,3.491247282764776,91.32707204646147,0.0,305
1024,0.9,0.9,0.5,0.1,3.7188923528523947,202.15447154471545,0.0,1533
512,0.1,0.5,1.5,0.01,4.322172055399514,15.156092808740896,0.032520325203252036,697
256,0.5,0.5,0.5,0.001,4.2372894621476895,168.43180546761164,0.0,366
512,0.9,0.5,0.5,0.1,3.7752593266285532,22.152722617717295,0.008130081300813009,938
1024,0.9,0.9,-1,0.1,3.6892949817626457,17.521585622735177,0.04065040650406504,1683
512,0.9,0.9,0.9,0.1,6.403378857345116,270.7481999065075,0.04878048780487805,783
256,0.9,0,1.5,1,3.9141337668023457,37.40620357034315,0.13821138211382114,59
1024,0.1,0.001,0.5,10,3.309586205618168,26.392341604952254,0.056910569105691054,1615
256,0.01,0.5,1.5,10,3.1449041904472725,20.74611674900341,0.04065040650406504,130
512,0.1,0.5,-1,10,3.238647107186356,17.271201237875257,0.08943089430894309,1150
1024,0.5,0.5,-1,0.1,3.756880233927471,191.7775784805785,0.10569105691056911,1718
1024,0.9,0,1.5,10,3.6745476490113793,120.01467606073957,0.0,1260
1024,1,0.001,1.5,0.1,3.5645120298959374,299.97154385265657,0.056910569105691054,1223
512,1,0.01,1.5,0.001,6.727932553950364,264.14400584514186,0.04878048780487805,616
1024,0.9,0.01,0.5,1,5.904270628118903,297.0261745890451,0.17886178861788618,1549
512,0.9,0.01,0.9,0.01,4.221239654513878,20.486777816501725,0.0,797
1024,0.9,0.5,0.9,10,5.508820725165732,91.01104982394233,0.13008130081300814,1390
256,1,0.1,0.9,1,3.524207254735435,112.90626038697158,0.08130081300813008,164
512,1,0,0.9,1,3.5844275316571803,205.4575249533758,0.1951219512195122,779
1024,0.9,0.1,0.9,0.001,3.846843838207121,20.49250627720986,0.0,1391
512,0.9,0.1,0.5,0.001,3.7558641079964676,126.73983739837398,0.0,941
512,1,0,0.9,0.1,4.165763129548329,17.250285627648832,0.008130081300813009,778
256,0.5,0.001,1.5,0.1,3.5964761841587904,24.492600124700342,0.024390243902439025,83
256,1,0.1,0.5,10,4.866726208508499,24.129848448983658,0.21951219512195122,315
1024,0.01,0,1.5,0.01,3.461594731342502,20.423016552959343,0.0,1347
512,0.9,0,0.5,0.1,3.2492905157368357,30.9269269150767,0.016260162601626018,958
256,1,0.01,1.5,10,3.649751339016891,45.72244986690338,0.24390243902439024,20
512,0.5,0.01,1.5,0.01,6.272300437213929,273.9691350571073,0.032520325203252036,677
256,0.9,0.5,0.9,0.01,6.400369155697707,59.48780487804878,0.0,187
256,0.1,0.9,0.9,0.001,3.3365651684078745,27.36718585820702,0.0,241
256,1,0.1,0.9,0.1,4.026051673947311,84.45183265935327,0.0,163
256,0.9,0.5,0.9,10,4.044713329008924,52.829268292682926,0.0,190
1024,0.1,0,-1,1,5.57048568929114,131.59636578789127,0.17073170731707318,1769
256,0.01,0.01,-1,0.001,3.7785647506636333,23.543418198097044,0.0,586
256,0.01,0.01,-1,10,5.419787590096637,35.46693019665838,0.34959349593495936,590
512,0.01,0.9,0.5,10,3.073315766284136,156.20237833213722,0.008130081300813009,1025
1024,0.1,0.01,0.5,0.01,6.1359149130379285,34.73493514216043,0.0,1607
512,0.1,0,0.9,10,3.028427773859443,82.27648148138908,0.0,870
512,0.01,0,1.5,0.1,4.1029505186933815,41.333333333333336,0.016260162601626018,748
256,1,0.001,0.9,10,5.710925923130376,326.08174018584134,0.17886178861788618,175
512,0.5,0.001,0.9,1,3.8177892207130184,314.7479674796748,0.23577235772357724,834
512,0.01,0.5,0.9,0.01,3.5141943242491744,185.0731707317073,0.0,877
1024,0.1,0.001,0.9,0.1,4.2674528384596355,312.5934959349593,0.04065040650406504,1463
256,0.1,0.001,1.5,1,2.9636310135445942,88.8958780690119,0.10569105691056911,114
256,0.9,0.001,0.5,10,5.394275228667065,29.820020835463342,0.2764227642276423,355
512,0.01,0.1,1.5,0.01,3.720627755168977,49.07362112984425,0.0,732
1024,0.01,0.1,0.5,0.1,4.107697499961388,79.0,0.024390243902439025,1633
