hidden_size,density,leakage_rate,spectral_radius,input_scaling,testing_loss_prob,testing_loss_durr,testing_accuracy,number
1024,0.5,0.9,0.9,10,3.806312629362432,90.7092136184153,0.0,1415
256,0.9,0.1,-1,0.1,3.405769911723408,39.64448957318133,0.13008130081300814,493
512,0.5,0,1.5,1,3.550947250874062,43.54722598755313,0.14634146341463414,689
512,0.5,0.9,0.9,10,3.3990785823604925,394.41388668019306,0.0,815
256,0.01,0.5,-1,1,3.264370426414459,17.550504309100813,0.016260162601626018,579
1024,0.1,0.1,-1,0.01,6.221084038901135,155.30321389644172,0.04878048780487805,1752
1024,0.9,0.001,1.5,0.1,3.786646905953322,169.9700972250572,0.016260162601626018,1253
1024,0.9,0.9,1.5,0.01,3.2612449749698484,176.5691056910569,0.016260162601626018,1232
256,1,0.001,0.5,0.1,3.4805674785520972,135.9288194851488,0.008130081300813009,323
256,0.1,0.5,1.5,1,3.7874529148504985,88.69918699186992,0.016260162601626018,99
512,0.1,0.9,0.5,10,6.21399801775692,52.39943517404192,0.008130081300813009,995
1024,0.5,0.9,0.9,0.1,3.723165964207998,385.5040650406504,0.008130081300813009,1413
512,0.9,0.01,1.5,0.1,3.43661646872032,24.998938487545903,0.10569105691056911,648
1024,0.1,0.9,1.5,1,3.562277069905909,16.41773313722702,0.008130081300813009,1294
512,0.9,0.001,-1,0.1,3.1286680843771957,98.994736165043,0.08943089430894309,1103
256,1,0.1,-1,0.01,3.948629140853882,114.96752056706262,0.04878048780487805,462
1024,1,0.5,0.9,10,5.429925611833247,52.357723577235774,0.08130081300813008,1360
256,0.9,0.01,1.5,0.1,3.5897653388783213,26.9223298309333,0.008130081300813009,48
512,0.9,0,1.5,0.01,3.8346059448350736,32.35187026045883,0.04878048780487805,657
256,1,0.9,0.9,10,5.856009442147201,179.9512195121951,0.016260162601626018,155
512,0.5,0.5,1.5,1,6.123431505226508,102.3821138211382,0.024390243902439025,669
1024,0.1,0,0.9,0.1,3.938256392634012,88.67434830219311,0.0,1468
512,1,0.01,0.5,0.001,5.121915177116549,269.58874340658264,0.0,916
256,0.01,0.9,0.9,0.001,3.578431421663703,146.91751265768113,0.0,271
1024,0.01,0,1.5,1,3.917918205745821,26.822377911794792,0.25203252032520324,1349
1024,0.1,0.9,-1,10,3.578296209253916,27.434308260704622,0.0,1745
512,0.01,0.9,0.9,10,3.5158544134318346,170.30545892290831,0.016260162601626018,875
256,1,0,0.9,0.1,6.4310465445363425,266.7070723388011,0.024390243902439025,178
256,0.1,0.001,0.9,0.1,3.853290209440681,296.2334354852243,0.0,263
256,0.01,0.9,0.5,10,3.2186771568244064,19.795958716492358,0.008130081300813009,425
512,0.01,0.5,1.5,0.1,3.93998437877593,88.81956006268018,0.032520325203252036,728
1024,0.01,0,1.5,10,3.1834877836025828,146.9789945140038,0.016260162601626018,1350
512,1,0.01,-1,0.01,3.795333100043661,55.64926055047805,0.0975609756097561,1067
512,0.1,0.01,0.5,0.01,3.6954259465380415,272.29292375247593,0.0,1007
256,0.5,0.001,0.9,0.01,3.994512171764684,90.3307907702477,0.0,232
1024,0.01,0.1,1.5,10,3.279037231836862,23.831177071579166,0.024390243902439025,1335
1024,0.5,0.1,0.9,0.001,4.011243811467799,150.94235648226933,0.0,1421
256,0.9,0.9,0.5,0.01,3.834558644430424,159.739837398374,0.0,332
512,1,0.9,0.5,0.1,3.9163110382188626,148.2931289211279,0.0,903
1024,0.5,0.1,-1,0.001,4.6652275478936795,269.5796834247781,0.06504065040650407,1721
1024,1,0.5,0.9,0.1,4.220628924486114,24.14805785192525,0.0,1358
1024,0.1,0.9,0.9,0.01,3.406116858730471,181.8048780487805,0.0,1442
256,1,0.01,-1,0.1,6.089937461100943,72.71923051454597,0.08943089430894309,468
256,0.9,0.001,0.9,0.01,6.5361559478248035,178.10569105691056,0.0,202
512,0.9,0.9,0.9,0.001,3.6716703200727943,23.58736138033673,0.0,781
1024,0.1,0.5,0.5,0.01,3.4580193486640125,116.27642276422765,0.0,1597
512,0.1,0,0.5,10,5.514846826956524,28.609756305069794,0.3008130081300813,1020
1024,1,0.9,1.5,0.1,3.858926341785648,25.099125827683498,0.008130081300813009,1203
1024,0.5,0.1,0.9,0.01,3.566257577601487,23.217735661360308,0.0,1422
256,1,0.01,0.9,0.001,3.5042709921433675,126.3170731707317,0.0,166
256,0.01,0.5,1.5,0.01,3.4205500895414893,339.7560975609756,0.0,127
256,0.5,0.1,0.5,0.1,3.340183704849181,136.2220418264226,0.0,373
512,0.01,0.5,0.5,0.001,3.4223232957405774,117.80903134113404,0.0,1026
1024,0.9,0,-1,0.001,3.718631640197785,45.10937478829448,0.0975609756097561,1706
512,0.5,0,-1,1,6.188644858395181,107.33306679265986,0.16260162601626016,1139
1024,0.01,0.1,0.5,0.001,3.64144047343634,196.9268292682927,0.0,1631
256,0.5,0.1,1.5,0.1,3.7312604227686315,177.21138211382114,0.032520325203252036,73
256,0.01,0.9,1.5,0.001,3.7036020818764603,141.71429238316975,0.0,121
1024,0.1,0.01,0.9,0.001,3.9545513793704954,146.9984366172031,0.0,1456
512,0.1,0.1,1.5,1,6.309132479555238,32.69513524610413,0.17886178861788618,704
1024,0.1,0,0.5,0.001,3.696628916069744,267.59874691880816,0.0,1616
256,0.9,0.001,0.5,0.1,6.6456449865325675,115.22557145090607,0.0,353
512,0.01,0.01,1.5,1,4.076822290575601,48.44423574485203,0.0975609756097561,739
256,0.1,0.9,0.5,0.001,3.5063912655279887,319.5528455284553,0.0,391
256,0.9,0.5,1.5,0.01,3.5934206072877095,32.65580247897322,0.0,37
1024,0.9,0.5,0.5,1,3.0352878846773286,310.6991869918699,0.008130081300813009,1539
1024,0.5,0.001,0.9,1,2.5183374140320756,164.89195225418857,0.008130081300813009,1434
256,0.9,0,-1,0.001,3.698964753286625,63.02137447158287,0.12195121951219512,506
256,0.1,0.5,1.5,0.001,3.485961532205101,49.16260162601626,0.0,96
512,0.1,0.5,1.5,0.001,3.1991997758547464,461.81583581537734,0.0,696
256,0.5,0.01,-1,0.001,3.622998197388843,47.010073727272676,0.10569105691056911,526
256,1,0.01,0.5,0.1,3.4530784623409674,23.465513144324465,0.0,318
512,0.1,0.5,-1,0.1,3.6424218983185,73.46514243257684,0.024390243902439025,1148
256,0.1,0.001,0.5,0.1,4.324139251941588,26.795659174037173,0.016260162601626018,413
256,1,0.5,0.9,1,3.0130223137576406,213.79948258636048,0.008130081300813009,159
512,0.9,0.01,0.9,10,3.1044019814429245,42.700199986070466,0.0,800
512,0.9,0.5,0.9,0.1,3.6411297495772197,119.13823545946762,0.0,788
512,0.9,0.001,-1,10,3.702366433492521,11.801783669718311,0.34959349593495936,1105
512,0.9,0.01,0.5,0.01,3.547625829049242,23.98663814547585,0.0,947
1024,0.1,0,0.5,1,3.007437505857731,17.004688357224506,0.0,1619
512,1,0.5,0.5,1,5.938457822896601,90.39614585733261,0.024390243902439025,909
512,0.5,0,0.5,10,3.343918251312845,56.54946649009627,0.2764227642276423,990
512,0.5,0.01,0.9,0.001,3.3976180669738025,347.5447154471545,0.0,826
1024,0.9,0.01,0.5,0.1,4.043147220844176,89.68997090927144,0.0,1548
1024,1,0,1.5,0.01,3.5975738841343703,144.7745796243047,0.0,1227
1024,0.5,0,0.5,0.1,3.603489108686525,96.80946919806013,0.0,1588
1024,0.01,0.9,0.5,0.01,3.2702492252597963,49.73170731707317,0.0,1622
1024,0.9,0.5,1.5,0.001,5.975804167065194,272.89964967545757,0.06504065040650407,1236
512,0.5,0.9,0.9,1,4.167172884553429,14.76575833431074,0.016260162601626018,814
256,0.5,0.1,1.5,10,3.5598642743699918,24.236444037127484,0.16260162601626016,75
256,1,0.5,-1,0.001,3.300779822396069,130.06098726161974,0.07317073170731707,456
1024,0.01,0.5,1.5,1,3.719243997965402,153.30868217918257,0.016260162601626018,1329
1024,0.01,0.001,1.5,1,2.604184658546758,103.46503121049211,0.22764227642276422,1344
512,0.01,0.1,0.9,10,5.579398261822336,19.506835000566774,0.22764227642276422,885
1024,0.9,0.01,-1,0.01,3.0947405986669585,72.49897478915358,0.12195121951219512,1697
256,0.01,0.001,-1,1,3.6352806391754773,158.86237828083605,0.17073170731707318,594
512,0.01,0.1,0.5,0.01,3.9881364145899205,13.87990724594248,0.0,1032
512,1,0.1,0.5,0.001,4.385362939621375,28.371462531206085,0.0,911
256,0.1,0,1.5,0.01,3.09018092184532,45.04258391527625,0.008130081300813009,117
1024,0.01,0.9,0.9,0.01,3.9937095714778437,431.6252446668298,0.0,1472
256,0.9,0.5,0.9,0.001,3.6034696615808377,31.943076017910872,0.0,186
512,0.1,0.9,-1,10,6.155197909692439,19.537504672823076,0.008130081300813009,1145
256,0.5,0.1,1.5,0.01,4.255338409082676,271.8947444512107,0.0,72
1024,1,0.1,1.5,10,2.9771491473283227,422.1455077136042,0.0,1215
512,0.9,0.01,-1,0.001,3.6169456679646563,96.74372825951967,0.056910569105691054,1096
256,0.9,0.9,1.5,10,5.946638226993685,48.82065312997949,0.008130081300813009,35
512,0.1,0.001,0.5,0.1,3.088229131407854,262.64259828281837,0.008130081300813009,1013
512,0.5,0.01,0.5,1,5.653779017731426,65.3660984778137,0.13821138211382114,979
256,0.5,0.5,0.9,0.1,4.331814699541263,138.70074681707513,0.04878048780487805,218
1024,0.5,0.001,1.5,0.1,3.883857428058376,144.23737836925656,0.024390243902439025,1283
512,0.1,0,0.5,1,2.9292497697884476,19.31862236562183,0.0,1019
256,0.5,0.9,0.9,0.1,6.395014381021019,22.648296126505223,0.024390243902439025,213
512,0.5,0.01,-1,0.1,6.29358212298494,47.081941665918755,0.13821138211382114,1128
1024,0.01,0.001,0.5,10,2.8858658046257206,90.77854259102227,0.008130081300813009,1645
256,0.01,0.1,-1,1,5.316119344738441,144.29139509327933,0.06504065040650407,584
256,1,0.1,-1,10,3.2051504588708646,47.959349593495936,0.14634146341463414,465
256,0.1,0.9,-1,10,3.019044005773901,18.021108465502984,0.0,545
512,0.01,0.01,1.5,0.1,3.8656288530768417,28.30632203825034,0.0,738
256,1,0.001,-1,0.01,3.109749928237946,109.05149326538876,0.10569105691056911,472
256,0.01,0.9,0.9,0.1,3.491433364104449,19.607612544912996,0.0,273
1024,1,0.001,-1,0.1,3.3729462327995923,420.57043963500365,0.13008130081300814,1673
1024,0.5,0.5,0.9,0.001,3.6294965598641373,282.8993314260511,0.0,1416
1024,0.9,0.9,0.5,1,3.5806999826818946,405.8727870328334,0.024390243902439025,1534
512,0.5,0.9,-1,1,3.2767511921200327,20.81561556783679,0.0975609756097561,1114
1024,0.5,0.01,-1,0.1,3.9304471330914073,74.407351877361,0.10569105691056911,1728
512,1,0.001,0.9,0.1,6.454059593561219,43.80487804878049,0.04065040650406504,773
1024,0.1,0.01,1.5,10,3.024824168139357,48.64429763128235,0.008130081300813009,1310
1024,1,0.1,1.5,0.01,4.38625965951904,19.963345325877512,0.0,1212
256,0.9,0.5,0.5,10,3.217901192060331,111.3717907637034,0.10569105691056911,340
512,0.5,0.01,0.5,10,2.7359522096509856,265.3656450688869,0.17073170731707318,980
256,0.01,0.9,-1,0.1,6.653732221785599,47.7563011439714,0.0,573
256,0.1,0,1.5,10,3.4416076332573,18.80620490049383,0.22764227642276422,120
1024,0.1,0.5,0.5,0.001,3.6662689437711142,26.029791408922613,0.0,1596
256,0.9,0.5,0.9,1,5.964105783923855,17.57108602593454,0.0,189
256,0.1,0,-1,0.01,3.420723659236257,279.5109058078047,0.0,567
1024,0.5,0.001,0.9,0.1,3.7335821583988222,76.92682926829268,0.024390243902439025,1433
512,1,0.9,0.5,10,3.811905289568552,25.22561038202394,0.008130081300813009,905
512,0.5,0.1,1.5,0.01,3.1617937504760616,268.13302766319697,0.0,672
1024,0.5,0.5,1.5,1,3.507041348674433,28.715866809421716,0.0,1269
1024,0.01,0.1,0.9,0.1,3.9093610833330854,20.35524775318008,0.008130081300813009,1483
512,1,0,0.5,0.001,5.8720358314552925,58.6910569105691,0.008130081300813009,926
256,0.9,0.001,0.9,1,6.2812185835062975,142.08037894533388,0.16260162601626016,204
256,1,0.001,1.5,0.001,3.290113579936144,48.25607814259943,0.0,21
512,0.01,0.001,1.5,0.001,3.4389467035851826,278.17926096879853,0.016260162601626018,741
1024,0.01,0.01,0.5,10,3.811089644587137,30.329177412242302,0.0,1640
1024,1,0.9,0.5,0.01,3.6374966245356615,341.4065040650407,0.0,1502
1024,0.9,0.5,0.9,0.01,3.238010018821654,60.39837398373984,0.0,1387
256,0.9,0.9,1.5,0.01,6.17209492466314,98.33230731062349,0.06504065040650407,32
512,0.1,0.9,0.5,0.1,3.696367827857413,49.959349593495936,0.0,993
256,0.9,0.001,-1,1,3.9740774098450578,76.61139705822599,0.12195121951219512,504
256,0.9,0.9,0.5,0.001,4.050561546310177,255.90243902439025,0.0,331
1024,0.1,0.1,-1,0.001,2.8849569476716885,126.56266550369119,0.056910569105691054,1751
256,1,0.1,0.5,0.001,3.9165856460245645,405.2439024390244,0.0,311
512,1,0.001,1.5,10,3.5134535460937313,26.10026435966261,0.2601626016260163,625
1024,0.5,0,1.5,0.01,4.6073778911334715,22.270537309530305,0.0,1287
1024,0.01,0.5,-1,1,3.185286057189228,84.19060416443641,0.07317073170731707,1779
512,0.01,0.9,0.9,0.01,3.459550865297395,89.57412598617435,0.0,872
256,1,0.5,-1,1,3.806998977816202,109.58684940879719,0.07317073170731707,459
512,0.1,0.1,0.9,10,2.83744887123263,293.4197531796514,0.1951219512195122,855
512,1,0.001,-1,1,4.226629964704436,68.85084601609809,0.13821138211382114,1074
512,0.01,0.01,0.9,0.01,5.686047570976784,174.8101048534963,0.008130081300813009,887
256,0.9,0,0.9,0.1,3.14499302705129,49.71506706098231,0.016260162601626018,208
256,1,0.001,-1,0.1,3.924798636901669,112.68506891105214,0.04878048780487805,473
512,0.1,0.5,0.5,0.1,3.3574875171591594,24.33735880193611,0.008130081300813009,998
1024,0.01,0.001,0.5,0.01,3.1336316747394033,88.25045277384238,0.0,1642
1024,0.5,0.9,0.5,0.001,3.1281626806026552,153.60214528492918,0.0,1561
1024,0.1,0.9,1.5,0.1,3.5949038645116294,46.57615970359827,0.0,1293
512,1,0,1.5,0.001,4.1134527034875825,49.38345289884568,0.0,626
512,0.5,0.9,0.5,1,6.761532133187705,62.048780487804876,0.04065040650406504,964
1024,0.9,0.001,1.5,10,3.1275730365660133,86.49774394858802,0.15447154471544716,1255
256,0.5,0.9,0.9,0.01,3.8584546311114862,22.62469904306458,0.0,212
512,0.01,0.5,1.5,0.01,3.3180742166875823,173.8861788617886,0.0,727
512,0.5,0.01,1.5,0.1,4.059236827904616,106.03998572804382,0.08130081300813008,678
256,0.9,0.5,1.5,0.1,6.362971691096702,22.154203862512137,0.024390243902439025,38
256,1,0.5,1.5,0.1,3.5722496931145833,27.586254313557856,0.008130081300813009,8
1024,0.1,0.001,0.5,0.001,4.094601005558076,48.2520325203252,0.0,1611
256,0.5,0.9,1.5,0.001,3.5420370862735964,28.642276422764226,0.008130081300813009,61
256,0.5,0.9,0.5,0.1,6.363074360824212,23.492154321830146,0.016260162601626018,363
512,0.9,0.9,1.5,0.01,3.937670400472191,24.56875318605609,0.008130081300813009,632
512,0.1,0.001,-1,10,3.9759686109496326,172.82598326120151,0.0,1165
512,0.01,0.5,-1,1,3.7025701568378664,84.48625784827874,0.032520325203252036,1179
256,0.1,0,0.9,1,3.435331132353806,262.30226015729824,0.10569105691056911,269
1024,0.1,0.9,0.5,0.1,3.5506829779322553,26.15314799748982,0.0,1593
256,0.1,0,0.9,0.01,3.657759460491863,32.15406370247767,0.0,267
512,0.9,0,0.9,10,2.95861322996093,155.31400407667033,0.0,810
256,1,0.1,-1,0.1,3.7709258852935417,164.26452725299075,0.08130081300813008,463
256,0.9,0.1,0.5,0.001,3.7578513128001516,16.959541010178203,0.0,341
256,0.1,0.001,0.5,0.01,3.8051188714135953,19.616773694269057,0.0,412
1024,1,0.9,1.5,10,3.8529536084430975,22.751628421886817,0.008130081300813009,1205
1024,1,0.001,0.9,1,2.887807831531618,42.06904791640799,0.08943089430894309,1374
512,1,0.5,0.5,0.01,3.8419228700118335,196.1219512195122,0.0,907
1024,1,0.01,0.5,10,5.1618196789811295,51.43089430894309,0.25203252032520324,1520
256,1,0.5,0.5,0.1,3.6049013060282884,22.708979654103153,0.0,308
256,0.5,0.9,0.9,10,5.7597517157957805,33.422764227642276,0.008130081300813009,215
512,0.01,0.01,0.5,10,2.7614352979311128,91.74397722563832,0.0,1040
1024,0.9,0.1,0.5,0.1,4.192404640399344,52.94308943089431,0.0,1543
512,0.9,0.9,-1,10,3.556622525540794,25.949527251417987,0.0,1085
256,0.9,0.001,0.9,0.001,3.7965936423317204,45.30442680672901,0.0,201
256,0.9,0.001,0.5,1,5.769885428068115,24.337822691524188,0.21138211382113822,354
1024,0.9,0,0.9,10,3.2632469815936513,180.260162601626,0.0,1410
1024,1,0.9,0.9,0.01,3.2510038081223405,51.63577575266846,0.0,1352
256,0.5,0.001,0.5,0.001,3.8616145180492865,218.71943122536186,0.0,381
512,0.1,0.01,-1,0.001,4.400778149686208,315.4021049107054,0.0,1156
256,0.5,0.01,0.9,0.1,3.696194530987158,21.623348304772335,0.016260162601626018,228
1024,1,0.1,0.9,0.1,6.192559639612834,139.67473941888449,0.04065040650406504,1363
1024,0.5,0,1.5,10,3.4241260600283865,55.11685163996942,0.016260162601626018,1290
256,0.5,0.5,1.5,10,3.4927676659289415,107.05344465080407,0.024390243902439025,70
1024,0.1,0.01,0.5,0.1,6.586330070243618,296.4588166288123,0.008130081300813009,1608
512,0.01,0.9,0.9,0.1,3.6343522890796507,47.87698717307814,0.0,873
256,1,0.5,1.5,0.01,5.997183187221124,78.0569105691057,0.008130081300813009,7
512,0.9,0.5,0.5,0.001,7.124040374910928,35.13821138211382,0.04065040650406504,936
256,0.9,0.9,0.5,1,3.4766024118516503,147.47521102701018,0.0,334
512,1,0.5,0.9,0.1,4.064596823560513,275.2469352850524,0.024390243902439025,758
512,0.9,0.001,0.9,1,3.3860212375478045,45.49846602927106,0.2682926829268293,804
512,0.01,0.1,0.5,1,3.7214590102676453,143.50997109690832,0.06504065040650407,1034
1024,0.01,0.9,0.5,1,3.767134336436667,26.98702722662119,0.008130081300813009,1624
1024,0.01,0.01,1.5,0.001,5.8984249074284625,147.27383396936943,0.0,1336
512,0.01,0.001,-1,0.01,3.448256586625324,52.92467649026615,0.0,1192
