hidden_size,density,leakage_rate,spectral_radius,testing_loss_prob,testing_loss_durr,testing_accuracy,number
512,0.9,0.01,1.5,5.606918183768668,90.0536581918206,0.056910569105691054,648
1024,0.1,0.9,1.5,5.90354096986414,20.99647303369574,0.024390243902439025,1294
512,0.9,0.001,,3.735007623831431,62.018385225509455,0.12195121951219512,1103
256,1,0.1,,3.5722621626001065,76.57317005615334,0.056910569105691054,462
1024,1,0.5,0.9,3.9853715775458793,18.972462727023835,0.22764227642276422,1360
256,0.9,0.01,1.5,4.105904710486652,19.925818521529436,0.016260162601626018,48
512,0.9,0,1.5,3.491294304045235,47.56227726767945,0.0,657
256,1,0.9,0.9,6.547010671317093,341.40966548519424,0.0975609756097561,155
512,0.5,0.5,1.5,3.766498236636805,89.25481558955705,0.04065040650406504,669
1024,0.1,0,0.9,2.8837781863483958,88.42349310437353,0.032520325203252036,1468
512,1,0.01,0.5,4.299906754881386,146.8473410933483,0.0,916
256,0.01,0.9,0.9,4.283349372991702,32.072713201994276,0.024390243902439025,271
1024,0.01,0,1.5,2.8927885512026346,23.278636877002537,0.25203252032520324,1349
1024,0.1,0.9,,4.111854435467139,18.552291760054544,0.06504065040650407,1745
512,0.01,0.9,0.9,3.61935281705081,25.90156019597534,0.008130081300813009,875
256,1,0,0.9,6.483532062390956,23.819328113345,0.016260162601626018,178
256,0.1,0.001,0.9,3.5991211582005507,384.63553961562525,0.024390243902439025,263
256,0.01,0.9,0.5,3.6884752802732512,29.137655259053247,0.024390243902439025,425
512,0.01,0.5,1.5,3.0317738928445954,336.01642654903566,0.008130081300813009,728
1024,0.01,0,1.5,5.624887265325562,22.609316931779087,0.23577235772357724,1350
512,1,0.01,,3.154970762206287,182.2204889869393,0.0975609756097561,1067
512,0.1,0.01,0.5,3.600331508531803,264.2020748771303,0.0,1007
256,0.5,0.001,0.9,3.2109525649528194,19.453358625493397,0.0,232
1024,0.01,0.1,1.5,3.708874032749393,84.5970674653696,0.2926829268292683,1335
1024,0.5,0.1,0.9,3.944587858711801,94.83815343956637,0.0,1421
256,0.9,0.9,0.5,3.1864526116751075,42.60162601626016,0.04878048780487805,332
512,1,0.9,0.5,3.6961523682121338,53.00813008130081,0.024390243902439025,903
1024,0.5,0.1,,4.331075159030232,61.94393942396467,0.07317073170731707,1721
1024,1,0.5,0.9,3.8999900367201827,128.47967479674796,0.016260162601626018,1358
1024,0.1,0.9,0.9,3.2278770009676614,46.129633574466396,0.008130081300813009,1442
256,1,0.01,,3.203897669063351,60.13802113551445,0.056910569105691054,468
256,0.9,0.001,0.9,3.6701395206335112,166.6153028985349,0.0,202
512,0.9,0.9,0.9,3.2261335064725176,49.1869918699187,0.008130081300813009,781
1024,0.1,0.5,0.5,3.930396260284796,27.994309149137358,0.0,1597
512,0.1,0,0.5,3.260104244802056,25.921501624683206,0.3170731707317073,1020
1024,1,0.9,1.5,6.703329073704355,123.09756097560975,0.056910569105691054,1203
1024,0.5,0.1,0.9,3.76782822802784,50.113821138211385,0.0,1422
256,1,0.01,0.9,3.6591105887560342,51.61788617886179,0.0,166
256,0.01,0.5,1.5,4.233771891128726,139.0580044398463,0.04065040650406504,127
256,0.5,0.1,0.5,5.7110878670118685,298.8015750046191,0.0,373
512,0.01,0.5,0.5,6.250983469854526,143.4706347919092,0.0,1026
1024,0.9,0,,3.8781031123021754,142.05173115720746,0.032520325203252036,1706
512,0.5,0,,3.898566800888961,46.379566337612296,0.056910569105691054,1139
1024,0.01,0.1,0.5,4.194634495711908,289.4359721192499,0.0,1631
256,0.5,0.1,1.5,3.445959030128107,28.25496386020535,0.016260162601626018,73
256,0.01,0.9,1.5,3.2851818140929305,71.08943089430895,0.0,121
1024,0.1,0.01,0.9,4.089837118862121,47.43089430894309,0.0,1456
512,0.1,0.1,1.5,3.3955757991085207,271.73049396967014,0.14634146341463414,704
1024,0.1,0,0.5,4.1364804428767386,47.693957958627884,0.0,1616
256,0.9,0.001,0.5,3.23376878538752,141.6289038089581,0.04065040650406504,353
512,0.01,0.01,1.5,3.8472532707501235,130.47967479674796,0.3170731707317073,739
256,0.1,0.9,0.5,3.6792029127842043,96.85916286052728,0.0,391
256,0.9,0.5,1.5,3.8324523282244924,265.3226134481469,0.0,37
1024,0.9,0.5,0.5,3.510798591908401,59.75874101014702,0.25203252032520324,1539
1024,0.5,0.001,0.9,3.2387297851283376,16.570490107909333,0.34146341463414637,1434
256,0.9,0,,3.9383091127000203,60.62342960472603,0.08943089430894309,506
256,0.1,0.5,1.5,4.485378296394658,28.050072477842733,0.0,96
512,0.1,0.5,1.5,3.8607393866632043,31.288015722743864,0.0,696
256,0.5,0.01,,6.35263721148173,47.21562722647502,0.07317073170731707,526
256,1,0.01,0.5,3.294989075117964,17.57269365843357,0.0,318
512,0.1,0.5,,4.124905360423453,142.7231142838463,0.0975609756097561,1148
256,0.1,0.001,0.5,3.3430086354899213,43.6775189086916,0.024390243902439025,413
256,1,0.5,0.9,3.395780644281124,48.7479674796748,0.06504065040650407,159
512,0.9,0.01,0.9,2.976965701192375,90.78813675861196,0.2601626016260163,800
512,0.9,0.5,0.9,3.126878381744633,23.96154312898473,0.0,788
512,0.9,0.001,,3.4321717668354994,164.4230164076018,0.2682926829268293,1105
512,0.9,0.01,0.5,3.8406929824410416,276.6254715432405,0.0,947
1024,0.1,0,0.5,2.9573934247823264,38.09756097560975,0.3170731707317073,1619
512,1,0.5,0.5,3.4649691988782183,24.80892913118042,0.08130081300813008,909
512,0.5,0,0.5,2.674977907804939,22.714937845335864,0.23577235772357724,990
512,0.5,0.01,0.9,6.457250367819778,117.22670401317045,0.04878048780487805,826
1024,0.9,0.01,0.5,5.978900854665089,117.84372620654058,0.04065040650406504,1548
1024,1,0,1.5,3.575972071508082,140.2894945843978,0.0,1227
1024,0.5,0,0.5,3.7123236307283727,17.012744047374362,0.032520325203252036,1588
1024,0.01,0.9,0.5,6.991788187647254,49.214776250041595,0.032520325203252036,1622
1024,0.9,0.5,1.5,4.148304281195974,88.27475704700966,0.0,1236
512,0.5,0.9,0.9,5.930566380663616,136.99341541647578,0.016260162601626018,814
256,0.5,0.1,1.5,3.301177535115219,36.994706919280496,0.21951219512195122,75
256,1,0.5,,3.265338718406553,106.27801024654077,0.08130081300813008,456
1024,0.01,0.5,1.5,5.695512895177051,338.4658414675831,0.12195121951219512,1329
1024,0.01,0.001,1.5,2.9726107319196067,23.565866829185723,0.24390243902439024,1344
512,0.01,0.1,0.9,5.231954382202489,384.45526331976737,0.24390243902439024,885
1024,0.9,0.01,,3.931692667608339,40.720155742043076,0.08130081300813008,1697
256,0.01,0.001,,6.419937145903828,163.50260357703374,0.2682926829268293,594
512,0.01,0.1,0.5,4.573497124319154,43.260162601626014,0.0,1032
512,1,0.1,0.5,3.8054005833176094,36.99976257143951,0.0,911
256,0.1,0,1.5,3.5639401499818013,114.49772923397339,0.0,117
1024,0.01,0.9,0.9,3.921055057184483,52.02600961428875,0.0,1472
256,0.9,0.5,0.9,2.8415809230106635,269.37928305748034,0.024390243902439025,186
512,0.1,0.9,,3.790595595429583,55.78048780487805,0.0,1145
256,0.5,0.1,1.5,3.420891048947001,25.5769251364518,0.0,72
1024,1,0.1,1.5,2.9384767713585522,263.08412607904154,0.1951219512195122,1215
512,0.9,0.01,,3.849286294564968,123.1075577907347,0.12195121951219512,1096
256,0.9,0.9,1.5,3.5130652756225773,18.196789458608897,0.024390243902439025,35
512,0.1,0.001,0.5,3.6194254848046032,24.583358467789367,0.024390243902439025,1013
512,0.5,0.01,0.5,3.325033483466482,155.45880294515092,0.21951219512195122,979
256,0.5,0.5,0.9,6.60518690580275,17.39171337245441,0.04878048780487805,218
1024,0.5,0.001,1.5,3.76121707708855,24.090861339752404,0.056910569105691054,1283
512,0.1,0,0.5,5.799335195766232,27.42591805060203,0.12195121951219512,1019
256,0.5,0.9,0.9,3.8904145389068416,19.147982617913048,0.024390243902439025,213
512,0.5,0.01,,5.8863542012082855,262.87610089469905,0.08130081300813008,1128
1024,0.01,0.001,0.5,2.4396514175384025,267.996893600644,0.3252032520325203,1645
256,0.01,0.1,,2.994048546969406,50.712354420404125,0.12195121951219512,584
256,1,0.1,,2.825475919537428,405.5862243374177,0.22764227642276422,465
256,0.1,0.9,,2.697566265982341,419.99767027267563,0.0,545
512,0.01,0.01,1.5,3.9310871789125894,274.10167333843873,0.024390243902439025,738
256,1,0.001,,2.8569865168594735,104.29262975009861,0.07317073170731707,472
256,0.01,0.9,0.9,6.104043620873273,35.25426819574512,0.024390243902439025,273
1024,1,0.001,,4.278513920500996,74.39859062652823,0.13008130081300814,1673
1024,0.5,0.5,0.9,6.547486749606404,120.533889941326,0.04065040650406504,1416
1024,0.9,0.9,0.5,3.204301012725365,268.28799919700305,0.008130081300813009,1534
512,0.5,0.9,,3.2837672345037383,89.3320858697582,0.08130081300813008,1114
1024,0.5,0.01,,3.7619353164502276,40.25386482651149,0.06504065040650407,1728
512,1,0.001,0.9,3.747788948256795,140.31142203927766,0.024390243902439025,773
1024,0.1,0.01,1.5,3.331941585715224,84.00974722851396,0.2764227642276423,1310
1024,1,0.1,1.5,6.639018355830898,55.07231668703924,0.04065040650406504,1212
256,0.9,0.5,0.5,3.394783215309546,62.02853715819462,0.11382113821138211,340
512,0.5,0.01,0.5,3.065498677211079,378.44317543307744,0.34959349593495936,980
256,0.01,0.9,,3.092899443172827,93.4064786005098,0.008130081300813009,573
256,0.1,0,1.5,3.1808855901888715,146.58809572006473,0.21138211382113822,120
1024,0.1,0.5,0.5,3.419852609556865,155.5772357723577,0.0,1596
256,0.9,0.5,0.9,3.60928640036079,14.549589030930873,0.08130081300813008,189
256,0.1,0,,4.038780676640146,76.63699659146369,0.08943089430894309,567
1024,0.5,0.001,0.9,6.379228862805095,24.50194680053226,0.04065040650406504,1433
512,1,0.9,0.5,3.6060255072950347,195.84552845528455,0.032520325203252036,905
512,0.5,0.1,1.5,4.085526944660559,149.3378435519592,0.0,672
1024,0.5,0.5,1.5,5.618512236005891,138.08776664297756,0.12195121951219512,1269
1024,0.01,0.1,0.9,3.6565404374425006,16.352217623577793,0.016260162601626018,1483
512,1,0,0.5,3.0565541997188475,17.791694430316365,0.0,926
256,0.9,0.001,0.9,3.402248444595957,260.1980362119441,0.14634146341463414,204
256,1,0.001,1.5,4.086986341127536,21.164858323287188,0.008130081300813009,21
512,0.01,0.001,1.5,3.670378928746634,15.09627420655111,0.0,741
1024,0.01,0.01,0.5,3.4586751121815626,18.947005940464937,0.2032520325203252,1640
1024,1,0.9,0.5,2.7332754828096406,44.43089430894309,0.0,1502
1024,0.9,0.5,0.9,2.9062951648138404,44.292682926829265,0.0,1387
256,0.9,0.9,1.5,3.7717453018436586,120.0,0.008130081300813009,32
512,0.1,0.9,0.5,3.7642277537322624,26.24383831375498,0.008130081300813009,993
256,0.9,0.001,,6.287915796283784,308.0053022926923,0.0975609756097561,504
256,0.9,0.9,0.5,3.2675766528137333,53.53658536585366,0.0,331
1024,0.1,0.1,,3.889037172484204,244.13594049512034,0.08943089430894309,1751
256,1,0.1,0.5,3.585132491297838,390.1371122647107,0.0,311
512,1,0.001,1.5,3.2651641955220603,18.289171339402625,0.2845528455284553,625
1024,0.5,0,1.5,3.7636088840360564,30.94924931991391,0.0,1287
1024,0.01,0.5,,3.285652999955464,321.6464712026158,0.17073170731707318,1779
512,0.01,0.9,0.9,3.7397382705192257,25.339317791129847,0.008130081300813009,872
256,1,0.5,,3.7269477568021636,72.39151828742125,0.0975609756097561,459
512,0.1,0.1,0.9,3.2164271696796263,107.51362052348223,0.22764227642276422,855
512,1,0.001,,3.867889448879211,161.83528587508312,0.06504065040650407,1074
512,0.01,0.01,0.9,5.276644603508275,279.4534968973054,0.0,887
256,0.9,0,0.9,3.974424253634321,55.699186991869915,0.008130081300813009,208
256,1,0.001,,3.0920450231893275,286.81279260661677,0.04878048780487805,473
512,0.1,0.5,0.5,3.5935804499843256,328.3679675571469,0.04065040650406504,998
1024,0.01,0.001,0.5,3.883590662867073,308.0487804878049,0.0,1642
1024,0.5,0.9,0.5,3.3699153012376493,24.105065404399625,0.0,1561
1024,0.1,0.9,1.5,6.247972580475536,24.52209814230919,0.04065040650406504,1293
512,1,0,1.5,4.123569741481688,22.128129602690052,0.0,626
512,0.5,0.9,0.5,6.2383515258145525,107.8181891117843,0.04065040650406504,964
1024,0.9,0.001,1.5,5.080948126509907,20.967661561336506,0.25203252032520324,1255
256,0.5,0.9,0.9,2.9564815105461495,305.98148178908883,0.06504065040650407,212
512,0.01,0.5,1.5,3.4080924076762624,333.0959282536817,0.0,727
512,0.5,0.01,1.5,3.6994540061407943,276.3882030071766,0.008130081300813009,678
256,0.9,0.5,1.5,6.176055183255576,20.75503704921017,0.056910569105691054,38
256,1,0.5,1.5,5.873015384363934,127.13821138211382,0.008130081300813009,8
1024,0.1,0.001,0.5,2.9679114372749638,45.203252032520325,0.0,1611
256,0.5,0.9,1.5,3.211928376337377,40.49593495934959,0.008130081300813009,61
256,0.5,0.9,0.5,3.7528187094665153,165.01626016260164,0.024390243902439025,363
512,0.9,0.9,1.5,6.035386457675841,55.92105747141489,0.04878048780487805,632
512,0.1,0.001,,3.2782819988281746,32.10791888117328,0.1951219512195122,1165
512,0.01,0.5,,3.695850209007418,183.9430894308943,0.13821138211382114,1179
256,0.1,0,0.9,2.7461439279036792,56.858775674276494,0.13821138211382114,269
1024,0.1,0.9,0.5,3.163297790821975,233.26083439603974,0.008130081300813009,1593
256,0.1,0,0.9,6.443282062445229,273.84628341583215,0.056910569105691054,267
512,0.9,0,0.9,3.1414643564844518,29.981453735794705,0.22764227642276422,810
256,1,0.1,,3.324316539415499,164.23864901185271,0.06504065040650407,463
256,0.9,0.1,0.5,4.363231702064111,243.52032520325204,0.0,341
256,0.1,0.001,0.5,3.9247563268111003,22.07625114906776,0.008130081300813009,412
1024,1,0.9,1.5,3.2536704482101815,16.152074895966212,0.016260162601626018,1205
1024,1,0.001,0.9,2.7092576196523215,26.93378275844488,0.18699186991869918,1374
512,1,0.5,0.5,3.314590637276812,51.68292682926829,0.0,907
1024,1,0.01,0.5,3.2050436255408496,181.34637877446545,0.1951219512195122,1520
256,1,0.5,0.5,3.1996114462371765,51.016260162601625,0.0,308
256,0.5,0.9,0.9,5.461862244741703,46.74575892464939,0.032520325203252036,215
512,0.01,0.01,0.5,3.5095249506516186,21.41689391944468,0.24390243902439024,1040
1024,0.9,0.1,0.5,3.5190100810392115,95.12651967808861,0.008130081300813009,1543
512,0.9,0.9,,3.8873280068723166,28.0820317953159,0.032520325203252036,1085
256,0.9,0.001,0.9,3.876200080887089,173.82926829268294,0.0,201
256,0.9,0.001,0.5,3.8816099724149318,39.323582449921304,0.16260162601626016,354
1024,0.9,0,0.9,3.408147210512704,54.98906121089473,0.3170731707317073,1410
1024,1,0.9,0.9,3.8217843286390227,150.3090310387798,0.0,1352
256,0.5,0.001,0.5,3.3990114588078444,95.35684577478627,0.0,381
512,0.1,0.01,,5.598366866266824,190.9733741900558,0.06504065040650407,1156
256,0.5,0.01,0.9,3.0267863792132554,27.280508911548864,0.008130081300813009,228
1024,1,0.1,0.9,4.319088007861037,25.90200639146615,0.024390243902439025,1363
1024,0.5,0,1.5,3.005833660683981,18.721499573212206,0.3008130081300813,1290
256,0.5,0.5,1.5,2.900726727353848,38.21460962837289,0.14634146341463414,70
1024,0.1,0.01,0.5,4.045723764392418,202.45638809607524,0.04065040650406504,1608
512,0.01,0.9,0.9,3.056570834260646,17.86551337855739,0.0,873
256,1,0.5,1.5,3.640510327447721,267.65951892903183,0.0,7
512,0.9,0.5,0.5,3.45421076741645,94.91056910569105,0.0,936
256,0.9,0.9,0.5,2.945994755116905,335.85810854232005,0.024390243902439025,334
512,1,0.5,0.9,3.322269643225321,83.85134062570769,0.016260162601626018,758
512,0.9,0.001,0.9,3.715971770325327,166.0081300813008,0.21951219512195122,804
512,0.01,0.1,0.5,5.395745635517245,24.112978994699642,0.3089430894308943,1034
1024,0.01,0.9,0.5,3.704205001757397,185.1219512195122,0.032520325203252036,1624
1024,0.01,0.01,1.5,3.488275876859339,31.70731707317073,0.0,1336
512,0.01,0.001,,3.4664049453851655,83.42438503690973,0.0,1192
256,1,0.01,,4.402245182331985,88.25642176111025,0.06504065040650407,466
1024,1,0.9,0.9,6.002357704368064,275.74216016793883,0.04065040650406504,1351
512,1,0.01,1.5,5.1784772596708155,353.60751953827713,0.17886178861788618,619
256,0.5,0.9,0.5,3.109755859626987,312.3577235772358,0.016260162601626018,365
256,0.9,0.1,0.9,5.7015335748835305,87.02460818089955,0.016260162601626018,193
1024,0.1,0.5,1.5,2.7989691825417,89.6339733043943,0.0,1297
256,0.5,0,0.5,3.777979859491674,396.6327141159918,0.04878048780487805,387
256,0.01,0.9,0.5,3.5236955236613268,53.260162601626014,0.0,422
256,1,0.01,,6.161176119393449,60.30852684813904,0.06504065040650407,467
512,1,0.001,,3.4459355526823336,55.07599846261546,0.12195121951219512,1071
512,0.9,0.001,0.9,4.474561086515101,187.3739837398374,0.04065040650406504,803
512,0.01,0.01,1.5,3.5731148622869475,54.5377720085586,0.0,736
512,0.1,0,0.9,3.6332655214681857,64.48780487804878,0.016260162601626018,868
512,0.5,0.1,1.5,3.6344515545581415,22.51731027427084,0.3252032520325203,675
512,0.01,0,0.5,5.690681162403851,148.1371327599859,0.0,1047
512,0.9,0.5,1.5,3.0749098411420497,142.04173927378605,0.14634146341463414,640
1024,0.01,0.9,,6.28819754986259,46.77235772357724,0.056910569105691054,1775
256,0.5,0.5,0.5,6.139814916180401,25.5975526968941,0.032520325203252036,368
1024,0.9,0.01,0.9,2.917954444885254,262.3701659087714,0.2764227642276423,1400
256,0.1,0.01,1.5,5.534200073742285,86.15153366028522,0.18699186991869918,109
512,0.1,0.01,0.5,6.531270000992752,63.1869918699187,0.25203252032520324,1009
512,0.01,0.5,1.5,3.007458602994438,44.35423316631884,0.10569105691056911,729
256,0.1,0,0.5,3.0408794216024195,301.16499925669797,0.0,417
512,1,0,,5.96363356879087,86.02854188034766,0.3170731707317073,1080
